date,item_name,current_stock,consumed,expired,expiring_soon,stock_value
2026-04-27,O2 Cylinders,1691,138,0,200,525293.41
2026-04-28,Paracetamol,2689,104,0,0,707153.81
2026-04-28,Amoxicillin,3749,153,0,0,592159.54
2026-04-28,Insulin,3281,90,0,0,164107.28
2026-04-28,Antibiotics,3681,116,227,0,1759100.16
2026-04-28,IV Fluids,3843,111,0,0,380499.13
2026-04-28,Syringes,4617,423,0,0,1072692.69
2026-04-28,Bandages,2036,179,0,0,407683.91
2026-04-28,O2 Cylinders,4447,66,0,0,1695975.72
2026-04-29,Paracetamol,335,7,0,0,40081.74
2026-04-29,Amoxicillin,1478,28,0,0,457360.38
2026-04-29,Insulin,298,24,0,0,19687.53
2026-04-29,Antibiotics,2156,107,0,0,75586.29
2026-04-29,IV Fluids,3582,351,0,0,1196789.67
2026-04-29,Syringes,1674,106,0,0,188972.88
2026-04-29,Bandages,2671,97,0,0,537934.92
2026-04-29,O2 Cylinders,2844,46,0,0,203437.67
2026-04-30,Paracetamol,4518,111,0,0,881988.75
2026-04-30,Amoxicillin,2917,169,0,0,816639.07
2026-04-30,Insulin,1899,66,0,0,614650.1
2026-04-30,Antibiotics,765,65,0,0,142266.02
2026-04-30,IV Fluids,1028,13,0,0,28419.19
2026-04-30,Syringes,4172,58,0,0,217490.98
2026-04-30,Bandages,2458,144,0,0,798155.23
2026-04-30,O2 Cylinders,3984,391,0,0,1424496.9
2026-05-01,Paracetamol,4453,53,406,0,482029.8
2026-05-01,Amoxicillin,4116,70,0,0,291067.6
2026-05-01,Insulin,3231,73,0,360,59694.49
2026-05-01,Antibiotics,2165,196,0,0,794710.2
2026-05-01,IV Fluids,16,0,0,0,7907.13
2026-05-01,Syringes,2692,254,0,0,340153.71
2026-05-01,Bandages,16,0,0,0,2949.29
2026-05-01,O2 Cylinders,2685,265,0,0,974712.16
2026-05-02,Paracetamol,534,17,0,0,112512.71
2026-05-02,Amoxicillin,2602,71,0,0,285132.85
2026-05-02,Insulin,357,16,0,0,31260.04
2026-05-02,Antibiotics,3957,280,0,0,675568.23
2026-05-02,IV Fluids,3730,214,0,0,513022.24
2026-05-02,Syringes,2592,39,0,0,473928.88
2026-05-02,Bandages,4891,417,0,0,1844931.91
2026-05-02,O2 Cylinders,2631,133,0,0,1146146.1
2026-05-03,Paracetamol,1306,114,0,0,453625.2
2026-05-03,Amoxicillin,4325,430,161,0,1274437.52
2026-05-03,Insulin,581,35,0,0,263608.46
2026-05-03,Antibiotics,342,18,0,0,108892.52
2026-05-03,IV Fluids,178,6,0,0,9089.34
2026-05-03,Syringes,3049,230,0,0,810660.23
2026-05-03,Bandages,3089,52,0,0,1043575.13
2026-05-03,O2 Cylinders,4734,391,0,0,1995943.31
2026-05-04,Paracetamol,1066,52,0,120,99870.09
2026-05-04,Amoxicillin,2302,50,0,0,241207.76
2026-05-04,Insulin,1528,144,0,0,581069.51
2026-05-04,Antibiotics,4763,262,0,0,2363344.4
2026-05-04,IV Fluids,4568,402,0,0,1241834.64
2026-05-04,Syringes,1074,40,0,0,292656.6
2026-05-04,Bandages,949,75,0,0,293164.36
2026-05-04,O2 Cylinders,608,54,0,0,99709.38
2026-05-05,Paracetamol,2615,214,0,0,844134.98
2026-05-05,Amoxicillin,4214,221,0,0,292435.32
2026-05-05,Insulin,3268,39,193,0,492765.29
2026-05-05,Antibiotics,2825,234,277,0,233617.35
2026-05-05,IV Fluids,1245,50,0,0,28106.91
2026-05-05,Syringes,2686,172,0,0,311153.67
2026-05-05,Bandages,935,31,0,180,97295.53
2026-05-05,O2 Cylinders,3889,288,0,257,828011.9
2026-05-06,Paracetamol,2834,163,0,0,583572.88
2026-05-06,Amoxicillin,3187,217,0,0,1251286.87
2026-05-06,Insulin,66,6,0,0,7302.11
2026-05-06,Antibiotics,1857,148,0,0,260350.81
2026-05-06,IV Fluids,3581,349,0,0,103677.05
2026-05-06,Syringes,3831,270,0,0,568626.03
2026-05-06,Bandages,3344,100,0,0,167737.61
2026-05-06,O2 Cylinders,1917,54,0,0,946184.8
2026-05-07,Paracetamol,140,2,0,0,20800.8
2026-05-07,Amoxicillin,1798,99,0,0,354043.16
2026-05-07,Insulin,1876,154,0,0,699530.07
2026-05-07,Antibiotics,2268,37,0,0,1130591.69
2026-05-07,IV Fluids,1453,103,0,0,107129.13
2026-05-07,Syringes,3687,221,0,371,610753.58
2026-05-07,Bandages,2284,180,0,0,684549.1
2026-05-07,O2 Cylinders,2671,78,0,0,503607.49
2026-05-08,Paracetamol,1510,98,123,251,371917.66
2026-05-08,Amoxicillin,1101,73,0,0,113198.05
2026-05-08,Insulin,3388,220,0,0,1431795.84
2026-05-08,Antibiotics,2806,134,0,0,169774.54
2026-05-08,IV Fluids,383,31,0,0,2873.45
2026-05-08,Syringes,2420,122,0,0,358406.01
2026-05-08,Bandages,2179,108,0,0,213517.37
2026-05-08,O2 Cylinders,966,59,0,89,465503.77
2026-05-09,Paracetamol,4499,399,0,0,1629116.98
2026-05-09,Amoxicillin,3876,283,0,0,1493968.83
2026-05-09,Insulin,1651,119,0,0,781798.24
2026-05-09,Antibiotics,4489,434,0,0,262648.91
2026-05-09,IV Fluids,2624,62,0,0,54201.92
2026-05-09,Syringes,853,80,0,0,246089.19
2026-05-09,Bandages,3705,310,17,0,178869.59
2026-05-09,O2 Cylinders,4362,174,0,0,1805296.39
2026-05-10,Paracetamol,4783,234,0,0,32488.19
2026-05-10,Amoxicillin,2136,189,0,0,788204.82
2026-05-10,Insulin,1416,105,0,0,221476.47
2026-05-10,Antibiotics,3080,43,0,0,1116306.62
2026-05-10,IV Fluids,1480,107,0,0,372081.04
2026-05-10,Syringes,659,60,0,0,48762.16
2026-05-10,Bandages,454,8,0,0,184696.35
2026-05-10,O2 Cylinders,2266,94,0,0,354684.41
2026-05-11,Paracetamol,4293,150,0,0,584268.67
2026-05-11,Amoxicillin,1658,147,0,0,456669.41
2026-05-11,Insulin,549,45,0,0,69896.98
2026-05-11,Antibiotics,806,75,0,0,201348.4
2026-05-11,IV Fluids,592,54,0,0,107494.61
2026-05-11,Syringes,1985,24,0,0,502333.68
2026-05-11,Bandages,1092,49,36,0,82218.58
2026-05-11,O2 Cylinders,46,1,0,0,20910.29
2026-05-12,Paracetamol,3571,217,0,0,1394879.23
2026-05-12,Amoxicillin,492,41,0,0,107905.91
2026-05-12,Insulin,2479,70,0,0,58010.59
2026-05-12,Antibiotics,894,79,0,0,357104.71
2026-05-12,IV Fluids,2830,209,0,0,403282.16
2026-05-12,Syringes,4121,336,0,225,854057.01
2026-05-12,Bandages,4426,314,0,0,1564909.2
2026-05-12,O2 Cylinders,2488,132,0,0,494076.32
2026-05-13,Paracetamol,2600,174,0,0,912627.24
2026-05-13,Amoxicillin,3651,153,0,0,1278676.84
2026-05-13,Insulin,1047,96,0,0,260924.39
2026-05-13,Antibiotics,3203,94,0,0,587396.26
2026-05-13,IV Fluids,1494,84,0,0,531841.38
2026-05-13,Syringes,1231,113,0,0,316507.22
2026-05-13,Bandages,4251,324,0,338,424008.59
2026-05-13,O2 Cylinders,4584,244,0,0,683571.6
2026-05-14,Paracetamol,1364,92,0,0,347469.09
2026-05-14,Amoxicillin,3729,367,0,0,1811089.95
2026-05-14,Insulin,4152,401,0,0,793174.76
2026-05-14,Antibiotics,4019,274,0,711,526380.09
2026-05-14,IV Fluids,4468,78,0,0,437621.43
2026-05-14,Syringes,2701,195,0,0,968060.26
2026-05-14,Bandages,2688,99,0,0,150834.0
2026-05-14,O2 Cylinders,4778,212,0,0,998737.84
2026-05-15,Paracetamol,3014,100,0,0,1148344.72
2026-05-15,Amoxicillin,2298,219,18,0,339981.95
2026-05-15,Insulin,1925,178,0,0,923601.95
2026-05-15,Antibiotics,498,19,0,0,189078.37
2026-05-15,IV Fluids,3975,262,0,0,1278807.71
2026-05-15,Syringes,1997,66,0,0,187682.71
2026-05-15,Bandages,1109,99,0,0,82275.59
2026-05-15,O2 Cylinders,3269,306,0,0,889703.65
2026-05-16,Paracetamol,3256,276,0,0,546389.88
2026-05-16,Amoxicillin,1721,165,0,0,324422.31
2026-05-16,Insulin,3043,86,0,0,1328166.42
2026-05-16,Antibiotics,2695,63,0,0,491479.61
2026-05-16,IV Fluids,1746,41,0,0,731335.88
2026-05-16,Syringes,2909,96,0,0,536311.0
2026-05-16,Bandages,4438,91,0,566,141704.44
2026-05-16,O2 Cylinders,1248,26,0,0,417990.95
2026-05-17,Paracetamol,521,47,43,0,104697.68
2026-05-17,Amoxicillin,4047,55,0,0,1519313.12
2026-05-17,Insulin,1933,131,0,0,777307.46
2026-05-17,Antibiotics,2698,128,0,0,563578.3
2026-05-17,IV Fluids,1886,118,0,0,522887.91
2026-05-17,Syringes,1857,151,0,0,701415.77
2026-05-17,Bandages,467,7,0,0,98241.25
2026-05-17,O2 Cylinders,2644,120,0,0,796578.28
2026-05-18,Paracetamol,3257,209,0,0,965605.39
2026-05-18,Amoxicillin,2392,56,0,190,1153712.25
2026-05-18,Insulin,728,52,0,0,291680.68
2026-05-18,Antibiotics,4760,70,0,0,1369481.76
2026-05-18,IV Fluids,4985,165,0,0,1919166.14
2026-05-18,Syringes,785,53,0,0,219113.25
2026-05-18,Bandages,2529,101,0,0,249829.01
2026-05-18,O2 Cylinders,1041,29,0,0,144366.46
2026-05-19,Paracetamol,2847,256,41,0,396874.52
2026-05-19,Amoxicillin,3988,314,0,0,362775.04
2026-05-19,Insulin,4142,83,0,0,1355232.19
2026-05-19,Antibiotics,2931,283,0,0,718349.07
2026-05-19,IV Fluids,877,76,0,66,335269.26
2026-05-19,Syringes,851,20,0,28,126020.71
2026-05-19,Bandages,3092,68,0,0,445260.28
2026-05-19,O2 Cylinders,3073,61,0,0,666967.26
2026-05-20,Paracetamol,707,61,0,34,212547.17
2026-05-20,Amoxicillin,3353,264,0,0,413479.63
2026-05-20,Insulin,4300,273,0,0,29008.3
2026-05-20,Antibiotics,1957,77,0,0,591899.07
2026-05-20,IV Fluids,1232,61,0,214,346098.83
2026-05-20,Syringes,401,15,0,0,35024.88
2026-05-20,Bandages,1459,117,0,0,68922.95
2026-05-20,O2 Cylinders,40,1,0,0,6220.4
2026-05-21,Paracetamol,4887,65,0,0,204272.0
2026-05-21,Amoxicillin,1760,54,0,0,291724.86
2026-05-21,Insulin,3455,144,208,0,941817.48
2026-05-21,Antibiotics,611,24,0,0,167838.3
2026-05-21,IV Fluids,1287,97,12,0,600281.42
2026-05-21,Syringes,492,6,0,0,35346.26
2026-05-21,Bandages,544,28,0,0,236817.59
2026-05-21,O2 Cylinders,4015,167,0,0,919005.53
2026-05-22,Paracetamol,1441,46,0,0,117093.9
2026-05-22,Amoxicillin,2848,42,0,0,549048.31
2026-05-22,Insulin,3663,51,0,0,1352549.52
2026-05-22,Antibiotics,3306,141,0,0,632301.57
2026-05-22,IV Fluids,3290,68,186,0,1231299.62
2026-05-22,Syringes,4922,273,0,0,1093435.19
2026-05-22,Bandages,4600,186,0,0,1289935.38
2026-05-22,O2 Cylinders,2497,77,0,0,538257.04
2026-05-23,Paracetamol,3521,158,0,0,1619975.79
2026-05-23,Amoxicillin,3542,252,0,0,928489.8
2026-05-23,Insulin,801,42,0,0,379604.44
2026-05-23,Antibiotics,2549,88,0,0,330586.31
2026-05-23,IV Fluids,4869,217,0,0,677604.96
2026-05-23,Syringes,1914,146,0,0,661391.04
2026-05-23,Bandages,1415,133,0,0,537386.75
2026-05-23,O2 Cylinders,1835,86,0,0,897725.22
2026-05-24,Paracetamol,2853,226,0,116,905501.02
2026-05-24,Amoxicillin,738,18,6,0,270224.64
2026-05-24,Insulin,3758,146,0,0,1256237.86
2026-05-24,Antibiotics,2484,142,0,0,486223.84
2026-05-24,IV Fluids,3306,84,0,0,984689.53
2026-05-24,Syringes,3699,313,0,0,761351.67
2026-05-24,Bandages,306,24,0,0,2177.41
2026-05-24,O2 Cylinders,399,12,0,0,58334.95
2026-05-25,Paracetamol,328,4,0,0,32021.27
2026-05-25,Amoxicillin,150,10,0,0,38217.62
2026-05-25,Insulin,3312,225,0,0,1438298.6
2026-05-25,Antibiotics,114,1,0,0,25583.61
2026-05-25,IV Fluids,1498,30,0,251,321699.53
2026-05-25,Syringes,604,29,0,0,291968.27
2026-05-25,Bandages,3678,207,0,0,1289316.43
2026-05-25,O2 Cylinders,165,8,0,0,49594.24
2026-05-26,Paracetamol,1279,65,0,0,337218.99
2026-05-26,Amoxicillin,1722,59,0,0,354793.66
2026-05-26,Insulin,1235,92,0,0,129628.37
2026-05-26,Antibiotics,1116,71,0,0,521322.8
2026-05-26,IV Fluids,4420,261,0,0,1954146.02
2026-05-26,Syringes,1203,96,0,107,143775.56
2026-05-26,Bandages,344,16,23,0,156228.5
2026-05-26,O2 Cylinders,121,5,0,0,35326.73
2026-05-27,Paracetamol,539,35,0,0,152896.06
2026-05-27,Amoxicillin,1378,93,129,0,482704.81
2026-05-27,Insulin,3318,179,0,0,673101.8
2026-05-27,Antibiotics,4653,159,0,0,1690846.02
2026-05-27,IV Fluids,4349,421,0,601,1416717.33
2026-05-27,Syringes,4284,424,204,244,1804944.06
2026-05-27,Bandages,3658,319,0,0,1717964.99
2026-05-27,O2 Cylinders,4761,187,0,0,1211184.81
2026-05-28,Paracetamol,1195,70,0,0,399161.27
2026-05-28,Amoxicillin,3775,54,0,0,733598.23
2026-05-28,Insulin,2186,173,0,0,901825.95
2026-05-28,Antibiotics,21,1,0,0,8480.41
2026-05-28,IV Fluids,3399,98,0,0,1668795.05
2026-05-28,Syringes,1246,51,0,0,57071.67
2026-05-28,Bandages,297,13,0,12,41151.96
2026-05-28,O2 Cylinders,4590,68,0,0,492081.13
2026-05-29,Paracetamol,1347,85,0,0,404693.4
2026-05-29,Amoxicillin,2565,141,0,0,52170.69
2026-05-29,Insulin,2248,45,0,0,932835.52
2026-05-29,Antibiotics,4580,427,0,0,1002721.27
2026-05-29,IV Fluids,1029,24,0,0,413809.85
2026-05-29,Syringes,2129,150,0,0,537885.88
2026-05-29,Bandages,3419,175,250,0,1460809.93
2026-05-29,O2 Cylinders,2113,32,0,0,638883.48
2026-05-30,Paracetamol,4869,347,336,0,1949378.34
2026-05-30,Amoxicillin,906,43,0,0,43930.56
2026-05-30,Insulin,2576,147,0,0,197140.86
2026-05-30,Antibiotics,1698,119,41,0,640617.74
2026-05-30,IV Fluids,3999,367,0,0,1426225.0
2026-05-30,Syringes,2202,86,0,156,830572.65
2026-05-30,Bandages,398,21,0,0,10544.16
2026-05-30,O2 Cylinders,3079,58,0,0,211998.94
2026-05-31,Paracetamol,2216,100,0,0,81358.73
2026-05-31,Amoxicillin,1697,101,0,0,612190.45
2026-05-31,Insulin,785,51,0,0,247488.63
2026-05-31,Antibiotics,1363,106,0,0,57753.26
2026-05-31,IV Fluids,1353,27,0,0,362700.18
2026-05-31,Syringes,1838,158,0,0,441445.2
2026-05-31,Bandages,4156,272,0,0,1791548.7
2026-05-31,O2 Cylinders,4894,285,0,0,1725803.64
2026-06-01,Paracetamol,4390,70,0,0,1301295.34
2026-06-01,Amoxicillin,3193,148,0,0,1250263.09
2026-06-01,Insulin,3063,195,0,0,482087.46
2026-06-01,Antibiotics,4429,63,0,0,1061422.72
2026-06-01,IV Fluids,560,44,0,0,199174.81
2026-06-01,Syringes,1200,71,0,0,217710.54
2026-06-01,Bandages,4931,398,0,0,1489804.93
2026-06-01,O2 Cylinders,3673,257,0,0,835726.57
2026-06-02,Paracetamol,2059,190,0,0,857815.65
2026-06-02,Amoxicillin,1426,17,0,0,699147.19
2026-06-02,Insulin,3109,201,0,0,1097971.05
2026-06-02,Antibiotics,4533,85,0,0,230265.12
2026-06-02,IV Fluids,2938,288,0,0,127095.61
2026-06-02,Syringes,1148,61,0,0,352083.54
2026-06-02,Bandages,3019,248,0,0,369225.56
2026-06-02,O2 Cylinders,1053,57,0,0,366408.19
2026-06-03,Paracetamol,2668,243,0,0,51302.78
2026-06-03,Amoxicillin,794,18,0,0,208850.17
2026-06-03,Insulin,648,23,0,0,203807.8
2026-06-03,Antibiotics,3926,73,0,0,456335.76
2026-06-03,IV Fluids,1970,186,0,0,283944.82
2026-06-03,Syringes,4771,310,0,0,1286219.61
2026-06-03,Bandages,3967,394,0,0,1569698.4
2026-06-03,O2 Cylinders,4700,398,0,0,1173306.88
2026-06-04,Paracetamol,3495,84,0,0,623165.65
2026-06-04,Amoxicillin,2568,40,0,0,656293.04
2026-06-04,Insulin,4519,415,3,195,194287.1
2026-06-04,Antibiotics,3347,265,0,64,1128326.59
2026-06-04,IV Fluids,1994,97,0,0,751675.28
2026-06-04,Syringes,4623,90,0,0,1462104.29
2026-06-04,Bandages,1417,102,80,0,697459.4
2026-06-04,O2 Cylinders,4117,388,0,0,521748.52
2026-06-05,Paracetamol,1056,28,0,0,147228.22
2026-06-05,Amoxicillin,3501,313,0,73,364665.15
2026-06-05,Insulin,3301,222,0,276,91499.37
2026-06-05,Antibiotics,467,19,0,0,188632.21
2026-06-05,IV Fluids,3056,163,0,0,847174.88
2026-06-05,Syringes,3764,73,0,0,1540599.2
2026-06-05,Bandages,1357,15,0,108,610847.06
2026-06-05,O2 Cylinders,2214,102,0,284,863466.59
2026-06-06,Paracetamol,4068,313,0,0,2025725.48
2026-06-06,Amoxicillin,477,7,0,0,232472.3
2026-06-06,Insulin,46,4,0,0,19044.94
2026-06-06,Antibiotics,3956,324,0,0,1753697.27
2026-06-06,IV Fluids,3606,182,0,0,857984.26
2026-06-06,Syringes,3521,167,0,183,1244384.25
2026-06-06,Bandages,391,19,0,0,29888.65
2026-06-06,O2 Cylinders,3043,99,48,0,117165.35
2026-06-07,Paracetamol,4294,108,0,0,1493190.61
2026-06-07,Amoxicillin,2867,161,0,0,935900.41
2026-06-07,Insulin,778,45,0,0,380577.4
2026-06-07,Antibiotics,2312,57,0,0,444500.53
2026-06-07,IV Fluids,1827,109,0,0,457088.32
2026-06-07,Syringes,2424,171,0,0,680696.51
2026-06-07,Bandages,1963,104,0,0,590705.44
2026-06-07,O2 Cylinders,283,26,0,0,9455.47
2026-06-08,Paracetamol,2340,231,106,0,547649.48
2026-06-08,Amoxicillin,2039,31,0,0,494291.01
2026-06-08,Insulin,3872,182,0,526,1712234.87
2026-06-08,Antibiotics,4318,163,0,0,1881096.74
2026-06-08,IV Fluids,57,2,0,0,9662.08
2026-06-08,Syringes,2306,189,0,0,893228.61
2026-06-08,Bandages,888,12,0,0,49873.59
2026-06-08,O2 Cylinders,942,67,0,0,461824.31
2026-06-09,Paracetamol,2021,25,0,0,301756.03
2026-06-09,Amoxicillin,1870,58,0,297,330063.04
2026-06-09,Insulin,2845,79,0,0,655082.72
2026-06-09,Antibiotics,4697,297,0,0,335700.64
2026-06-09,IV Fluids,4393,368,0,0,349107.33
2026-06-09,Syringes,2390,54,0,0,1191246.16
2026-06-09,Bandages,2328,176,192,0,791570.49
2026-06-09,O2 Cylinders,1182,104,79,151,263461.29
2026-06-10,Paracetamol,544,20,0,0,21146.85
2026-06-10,Amoxicillin,4640,424,0,0,1126799.07
2026-06-10,Insulin,654,54,0,0,8377.78
2026-06-10,Antibiotics,3304,284,0,0,665001.03
2026-06-10,IV Fluids,524,30,0,0,220895.2
2026-06-10,Syringes,2109,72,0,0,344808.09
2026-06-10,Bandages,2876,225,0,0,1328928.9
2026-06-10,O2 Cylinders,809,57,0,0,357871.7
2026-06-11,Paracetamol,784,72,0,0,251225.42
2026-06-11,Amoxicillin,2799,181,0,264,340192.17
2026-06-11,Insulin,2319,32,0,0,933135.83
2026-06-11,Antibiotics,1273,23,0,168,223922.8
2026-06-11,IV Fluids,4809,413,0,0,1259576.34
2026-06-11,Syringes,4676,426,0,0,1043929.13
2026-06-11,Bandages,1676,110,0,263,11792.85
2026-06-11,O2 Cylinders,1834,84,0,0,668356.07
2026-06-12,Paracetamol,3073,95,0,402,654943.88
2026-06-12,Amoxicillin,1747,43,0,0,93341.52
2026-06-12,Insulin,3935,184,0,0,1614500.95
2026-06-12,Antibiotics,1049,55,0,0,405406.79
2026-06-12,IV Fluids,4088,258,90,0,34514.61
2026-06-12,Syringes,405,30,0,0,180648.84
2026-06-12,Bandages,2814,157,0,0,1092395.9
2026-06-12,O2 Cylinders,2685,167,0,0,771360.58
2026-06-13,Paracetamol,4073,319,0,0,912783.14
2026-06-13,Amoxicillin,2915,97,0,0,437508.81
2026-06-13,Insulin,14,0,0,0,898.51
2026-06-13,Antibiotics,2953,151,0,0,1036848.82
2026-06-13,IV Fluids,3821,300,0,0,187921.5
2026-06-13,Syringes,777,53,0,0,222777.55
2026-06-13,Bandages,121,10,0,0,3528.82
2026-06-13,O2 Cylinders,2955,288,0,0,474564.46
2026-06-14,Paracetamol,1472,16,0,0,314334.87
2026-06-14,Amoxicillin,943,15,0,0,336294.96
2026-06-14,Insulin,19,1,0,2,2327.02
2026-06-14,Antibiotics,614,38,0,0,195410.1
2026-06-14,IV Fluids,424,40,0,0,16371.79
2026-06-14,Syringes,4076,264,0,0,1135845.78
2026-06-14,Bandages,319,6,0,0,37615.5
2026-06-14,O2 Cylinders,2325,75,0,0,755919.32
2026-06-15,Paracetamol,4871,314,0,0,950606.5
2026-06-15,Amoxicillin,2757,207,0,0,1193803.83
2026-06-15,Insulin,1659,26,0,7,777496.87
2026-06-15,Antibiotics,4076,118,0,0,752186.56
2026-06-15,IV Fluids,461,32,0,0,160348.12
2026-06-15,Syringes,400,34,0,0,57266.38
2026-06-15,Bandages,2159,81,0,0,90760.23
2026-06-15,O2 Cylinders,4033,140,0,0,417527.21
2026-06-16,Paracetamol,3937,365,0,26,157982.1
2026-06-16,Amoxicillin,1814,151,0,0,681107.43
2026-06-16,Insulin,319,3,0,0,10975.01
2026-06-16,Antibiotics,1195,88,0,0,18933.0
2026-06-16,IV Fluids,2790,39,0,0,1210156.44
2026-06-16,Syringes,766,72,0,130,233912.09
2026-06-16,Bandages,336,30,0,0,70544.37
2026-06-16,O2 Cylinders,2822,239,0,0,620107.02
2026-06-17,Paracetamol,4948,152,0,0,957271.08
2026-06-17,Amoxicillin,780,29,6,0,268408.01
2026-06-17,Insulin,3906,314,0,0,1916322.13
2026-06-17,Antibiotics,2903,185,0,0,399672.46
2026-06-17,IV Fluids,4797,205,0,0,1739800.77
2026-06-17,Syringes,2048,152,0,0,142227.03
2026-06-17,Bandages,3047,105,0,0,810464.98
2026-06-17,O2 Cylinders,4317,61,0,0,1984884.75
2026-06-18,Paracetamol,4854,206,0,0,579309.94
2026-06-18,Amoxicillin,1392,44,0,0,467523.45
2026-06-18,Insulin,2658,196,0,0,1319995.99
2026-06-18,Antibiotics,3513,105,0,0,1455921.19
2026-06-18,IV Fluids,4769,374,0,0,956204.36
2026-06-18,Syringes,2715,47,0,0,529811.5
2026-06-18,Bandages,4431,138,0,0,1627042.51
2026-06-18,O2 Cylinders,4919,274,0,0,1667367.52
2026-06-19,Paracetamol,1538,109,0,0,550320.49
2026-06-19,Amoxicillin,209,14,0,0,11858.5
2026-06-19,Insulin,4556,49,0,0,1016294.68
2026-06-19,Antibiotics,1315,39,0,0,548633.13
2026-06-19,IV Fluids,2361,229,0,96,397187.59
2026-06-19,Syringes,3855,163,0,0,1010350.91
2026-06-19,Bandages,195,19,0,1,2590.91
2026-06-19,O2 Cylinders,2245,223,0,0,535670.71
2026-06-20,Paracetamol,889,32,0,0,19674.79
2026-06-20,Amoxicillin,357,23,0,0,104660.48
2026-06-20,Insulin,530,40,0,101,246352.87
2026-06-20,Antibiotics,3092,83,0,0,1350149.46
2026-06-20,IV Fluids,2204,67,0,0,977229.04
2026-06-20,Syringes,2891,209,0,0,1357917.05
2026-06-20,Bandages,2997,159,0,0,848445.31
2026-06-20,O2 Cylinders,1786,145,0,0,713910.28
2026-06-21,Paracetamol,1213,56,0,0,336985.64
2026-06-21,Amoxicillin,1283,62,0,0,477421.83
2026-06-21,Insulin,2179,189,0,0,600910.3
2026-06-21,Antibiotics,3233,159,0,0,25868.07
2026-06-21,IV Fluids,2856,49,0,0,172266.63
2026-06-21,Syringes,2326,123,0,0,753886.39
2026-06-21,Bandages,2438,120,0,0,1108071.82
2026-06-21,O2 Cylinders,3605,85,0,0,142625.59
2026-06-22,Paracetamol,1422,68,0,224,627688.31
2026-06-22,Amoxicillin,575,21,0,0,286982.05
2026-06-22,Insulin,1471,38,0,0,513925.19
2026-06-22,Antibiotics,4353,395,0,0,969409.85
2026-06-22,IV Fluids,2600,117,0,0,216295.98
2026-06-22,Syringes,1528,64,0,0,51718.28
2026-06-22,Bandages,4954,338,0,0,1094699.89
2026-06-22,O2 Cylinders,1255,14,0,0,531138.82
2026-06-23,Paracetamol,3430,289,0,0,476479.8
2026-06-23,Amoxicillin,2353,220,0,0,986418.73
2026-06-23,Insulin,2833,124,0,0,534987.26
2026-06-23,Antibiotics,1297,111,0,0,17967.06
2026-06-23,IV Fluids,2654,223,0,0,389771.52
2026-06-23,Syringes,3371,152,0,0,1403615.58
2026-06-23,Bandages,4338,67,0,0,709126.02
2026-06-23,O2 Cylinders,2550,210,0,0,493407.29
2026-06-24,Paracetamol,797,48,0,0,394396.9
2026-06-24,Amoxicillin,840,63,0,0,159548.36
2026-06-24,Insulin,4530,184,0,0,665081.27
2026-06-24,Antibiotics,1567,135,0,0,525716.9
2026-06-24,IV Fluids,1047,73,89,94,173369.33
2026-06-24,Syringes,420,27,0,0,64366.0
2026-06-24,Bandages,1313,68,0,0,131576.22
2026-06-24,O2 Cylinders,4966,219,0,0,2235274.89
2026-06-25,Paracetamol,3900,160,0,0,1433412.27
2026-06-25,Amoxicillin,2925,110,0,0,125599.87
2026-06-25,Insulin,3759,105,0,0,90433.22
2026-06-25,Antibiotics,234,4,0,0,90563.48
2026-06-25,IV Fluids,3285,48,0,0,1134767.27
2026-06-25,Syringes,1080,59,0,0,125976.96
2026-06-25,Bandages,4241,204,0,0,97328.82
2026-06-25,O2 Cylinders,558,15,0,0,212896.31
2026-06-26,Paracetamol,2360,77,0,0,353294.02
2026-06-26,Amoxicillin,2354,51,189,0,397975.38
2026-06-26,Insulin,3274,70,0,0,478287.75
2026-06-26,Antibiotics,522,42,14,0,122097.29
2026-06-26,IV Fluids,3906,159,0,0,1381296.02
2026-06-26,Syringes,1106,41,0,0,438961.11
2026-06-26,Bandages,906,63,0,0,228314.72
2026-06-26,O2 Cylinders,4071,371,0,0,1459723.25
2026-06-27,Paracetamol,3597,230,0,0,1762886.0
2026-06-27,Amoxicillin,3697,52,0,557,638889.35
2026-06-27,Insulin,2161,51,0,0,157006.22
2026-06-27,Antibiotics,4557,166,0,200,735161.77
2026-06-27,IV Fluids,1137,30,0,0,99478.13
2026-06-27,Syringes,4647,184,0,794,109665.07
2026-06-27,Bandages,3615,136,0,0,1494306.28
2026-06-27,O2 Cylinders,3628,221,0,0,1535009.93
2026-06-28,Paracetamol,3705,361,0,0,299301.33
2026-06-28,Amoxicillin,1958,37,0,0,792662.31
2026-06-28,Insulin,3648,72,0,0,969045.08
2026-06-28,Antibiotics,533,31,0,0,135660.53
2026-06-28,IV Fluids,2222,162,0,0,824497.66
2026-06-28,Syringes,1616,134,152,0,388768.82
2026-06-28,Bandages,3931,157,0,0,172527.94
2026-06-28,O2 Cylinders,1190,22,0,0,593054.22
2026-06-29,Paracetamol,438,25,0,0,113060.23
2026-06-29,Amoxicillin,1233,86,0,0,142094.36
2026-06-29,Insulin,2550,120,0,0,253056.47
2026-06-29,Antibiotics,2393,217,23,0,231444.56
2026-06-29,IV Fluids,3297,204,0,0,536789.78
2026-06-29,Syringes,3629,230,342,0,208614.2
2026-06-29,Bandages,2815,69,0,0,1009865.73
2026-06-29,O2 Cylinders,762,61,0,0,191090.33
