date,department,transaction_type,revenue,expense,net_revenue
2026-04-14,Pediatrics,Room Charge,4923.63,2787.59,2136.05
2026-04-14,Pediatrics,Consultation,2802.21,1184.22,1618.0
2026-04-14,Pediatrics,Medication,1165.72,798.62,367.1
2026-04-14,Pediatrics,Surgery,2379.91,1527.64,852.27
2026-04-14,Pediatrics,Room Charge,3283.92,2040.7,1243.22
2026-04-14,Pediatrics,Surgery,1618.8,1112.07,506.73
2026-04-14,Pediatrics,Lab Test,587.88,315.91,271.97
2026-04-14,Pediatrics,Lab Test,971.52,763.64,207.89
2026-04-14,Pediatrics,Medication,3460.7,1604.4,1856.3
2026-04-14,Pediatrics,Surgery,1638.04,1282.48,355.56
2026-04-14,Pediatrics,Medication,3564.94,2353.68,1211.26
2026-04-14,Pediatrics,Room Charge,1047.93,530.03,517.9
2026-04-14,Pediatrics,Medication,3918.55,2704.29,1214.26
2026-04-14,Pediatrics,Medication,1213.73,450.14,763.59
2026-04-14,Pediatrics,Room Charge,4582.97,1975.59,2607.39
2026-04-14,Pediatrics,Lab Test,2053.22,1561.31,491.91
2026-04-14,Pediatrics,Surgery,560.72,317.85,242.87
2026-04-14,Pediatrics,Medication,3875.91,2222.92,1653.0
2026-04-14,Pediatrics,Room Charge,4999.5,3014.62,1984.88
2026-04-14,Pediatrics,Consultation,1123.99,344.32,779.67
2026-04-14,Pediatrics,Medication,940.4,494.92,445.48
2026-04-15,Cardiology,Room Charge,4289.7,2722.11,1567.59
2026-04-15,Cardiology,Lab Test,2010.04,1535.32,474.72
2026-04-15,Cardiology,Lab Test,3763.29,2646.01,1117.27
2026-04-15,Cardiology,Lab Test,3624.15,2313.88,1310.27
2026-04-15,Cardiology,Surgery,3046.6,1073.38,1973.22
2026-04-15,Cardiology,Surgery,746.81,562.62,184.19
2026-04-15,Cardiology,Surgery,3898.35,2845.1,1053.25
2026-04-15,Cardiology,Room Charge,3110.69,1937.6,1173.08
2026-04-15,Cardiology,Medication,4643.71,1662.62,2981.09
2026-04-15,Cardiology,Room Charge,3388.1,2377.28,1010.82
2026-04-15,Cardiology,Medication,1431.83,1063.06,368.77
2026-04-15,Cardiology,Surgery,3079.95,1351.21,1728.73
2026-04-15,Cardiology,Consultation,2200.41,1407.83,792.57
2026-04-15,Cardiology,Lab Test,941.13,643.58,297.56
2026-04-15,Cardiology,Lab Test,4727.57,3532.76,1194.81
2026-04-15,Cardiology,Surgery,3198.05,1261.67,1936.37
2026-04-15,Cardiology,Lab Test,4993.2,3224.6,1768.61
2026-04-15,Cardiology,Consultation,3778.2,1210.84,2567.35
2026-04-15,Cardiology,Surgery,3385.13,2518.79,866.34
2026-04-15,Cardiology,Room Charge,669.14,414.11,255.03
2026-04-15,Cardiology,Medication,4887.44,3628.11,1259.33
2026-04-15,Cardiology,Surgery,1026.29,638.66,387.64
2026-04-15,Neurology,Lab Test,4814.12,2995.0,1819.12
2026-04-15,Neurology,Medication,3887.0,1850.84,2036.16
2026-04-15,Neurology,Surgery,1593.41,960.2,633.21
2026-04-15,Neurology,Medication,4534.22,1851.15,2683.07
2026-04-15,Neurology,Consultation,2145.16,730.45,1414.71
2026-04-15,Neurology,Medication,3654.68,2421.56,1233.12
2026-04-15,Neurology,Consultation,894.76,711.5,183.26
2026-04-15,Neurology,Consultation,1450.54,1137.54,313.0
2026-04-15,Neurology,Medication,4568.41,3240.6,1327.81
2026-04-15,Neurology,Medication,1043.14,537.72,505.42
2026-04-15,Neurology,Lab Test,1404.84,952.47,452.37
2026-04-15,Neurology,Lab Test,2131.58,833.0,1298.59
2026-04-15,Neurology,Medication,1264.56,818.37,446.19
2026-04-15,Neurology,Medication,619.05,368.58,250.47
2026-04-15,Neurology,Room Charge,3303.38,2197.97,1105.41
2026-04-15,Neurology,Medication,4419.95,3292.37,1127.58
2026-04-15,Neurology,Medication,3898.31,1464.6,2433.7
2026-04-15,Neurology,Room Charge,2027.44,633.85,1393.59
2026-04-15,Neurology,Consultation,4538.75,1566.44,2972.31
2026-04-15,Neurology,Surgery,2050.15,869.95,1180.2
2026-04-15,Neurology,Surgery,762.3,391.31,370.99
2026-04-15,Neurology,Consultation,3703.12,1525.75,2177.37
2026-04-15,Neurology,Surgery,2129.79,854.34,1275.45
2026-04-15,Neurology,Room Charge,1920.9,1080.42,840.48
2026-04-15,Orthopedics,Consultation,2179.25,816.7,1362.55
2026-04-15,Orthopedics,Lab Test,1081.67,815.62,266.05
2026-04-15,Orthopedics,Surgery,500.26,329.98,170.28
2026-04-15,Orthopedics,Lab Test,1903.79,1004.55,899.24
2026-04-15,Orthopedics,Medication,3778.08,1465.51,2312.57
2026-04-15,Orthopedics,Lab Test,4470.5,2529.07,1941.42
2026-04-15,Orthopedics,Lab Test,4368.28,3404.02,964.26
2026-04-15,Orthopedics,Surgery,4062.76,1681.18,2381.59
2026-04-15,Orthopedics,Lab Test,1965.6,1230.51,735.09
2026-04-15,Orthopedics,Surgery,4063.31,2731.36,1331.95
2026-04-15,Orthopedics,Room Charge,1530.22,600.89,929.33
2026-04-15,Orthopedics,Room Charge,3925.75,1521.02,2404.74
2026-04-15,Orthopedics,Lab Test,3062.25,1011.2,2051.05
2026-04-15,Orthopedics,Lab Test,2895.83,1332.43,1563.4
2026-04-15,Orthopedics,Lab Test,3712.58,2679.61,1032.97
2026-04-15,Orthopedics,Medication,2528.03,1345.09,1182.93
2026-04-15,Orthopedics,Consultation,1087.92,688.98,398.94
2026-04-15,Orthopedics,Room Charge,888.85,332.13,556.72
2026-04-15,Orthopedics,Room Charge,4872.89,2113.83,2759.06
2026-04-15,Orthopedics,Room Charge,1992.34,601.01,1391.33
2026-04-15,Orthopedics,Medication,1797.65,1112.59,685.06
2026-04-15,Orthopedics,Lab Test,1483.27,825.62,657.65
2026-04-15,Orthopedics,Surgery,3388.81,1183.14,2205.66
2026-04-15,Orthopedics,Lab Test,4010.68,3090.65,920.03
2026-04-15,Orthopedics,Lab Test,1269.27,533.49,735.79
2026-04-15,Orthopedics,Surgery,1076.78,432.41,644.38
2026-04-15,Orthopedics,Medication,2085.72,1328.66,757.06
2026-04-15,Orthopedics,Room Charge,2165.62,791.69,1373.93
2026-04-15,Orthopedics,Surgery,1904.17,866.66,1037.51
2026-04-15,Orthopedics,Lab Test,3857.29,1663.84,2193.45
2026-04-15,Orthopedics,Medication,970.06,475.16,494.9
2026-04-15,Orthopedics,Medication,4938.3,3040.24,1898.06
2026-04-15,Orthopedics,Surgery,3185.34,1926.55,1258.79
2026-04-15,Orthopedics,Room Charge,4531.86,3382.47,1149.39
2026-04-15,Orthopedics,Room Charge,879.76,425.38,454.38
2026-04-15,Orthopedics,Room Charge,509.2,207.05,302.15
2026-04-15,Orthopedics,Lab Test,2697.28,979.04,1718.24
2026-04-15,Orthopedics,Room Charge,1830.19,1268.21,561.99
2026-04-15,Orthopedics,Lab Test,3345.25,1401.81,1943.44
2026-04-15,Orthopedics,Surgery,2483.61,1459.62,1023.98
2026-04-15,Orthopedics,Medication,2763.82,2141.65,622.17
2026-04-15,Orthopedics,Medication,4456.65,1369.08,3087.58
2026-04-15,Orthopedics,Surgery,1560.67,997.41,563.25
2026-04-15,Orthopedics,Lab Test,1877.22,718.26,1158.96
2026-04-15,Orthopedics,Medication,4184.64,3174.57,1010.06
2026-04-15,Orthopedics,Lab Test,4183.93,2168.58,2015.35
2026-04-15,Orthopedics,Room Charge,3918.49,1853.78,2064.7
2026-04-15,Orthopedics,Room Charge,1895.23,585.1,1310.13
2026-04-15,General,Surgery,2136.83,1320.28,816.55
2026-04-15,General,Lab Test,1845.16,934.09,911.07
2026-04-15,General,Room Charge,1534.36,985.73,548.63
2026-04-15,General,Lab Test,3928.63,1329.78,2598.85
2026-04-15,General,Room Charge,3164.4,2180.55,983.85
2026-04-15,General,Surgery,3159.99,1476.54,1683.45
2026-04-15,General,Consultation,4431.07,2023.72,2407.35
2026-04-15,General,Surgery,3877.89,2750.84,1127.05
2026-04-15,General,Surgery,770.92,288.26,482.66
2026-04-15,General,Medication,4843.57,2622.4,2221.17
2026-04-15,General,Surgery,2502.22,1484.82,1017.4
2026-04-15,General,Room Charge,1562.48,1167.08,395.39
2026-04-15,General,Room Charge,4542.09,1696.31,2845.78
2026-04-15,General,Room Charge,3112.13,1993.29,1118.83
2026-04-15,General,Room Charge,3604.31,2122.67,1481.63
2026-04-15,General,Lab Test,1276.05,634.71,641.34
2026-04-15,General,Medication,1409.65,422.9,986.74
2026-04-15,General,Consultation,3802.41,3039.31,763.1
2026-04-15,General,Surgery,844.47,606.98,237.48
2026-04-15,General,Consultation,1052.2,344.08,708.11
2026-04-15,General,Surgery,3326.98,1391.51,1935.47
2026-04-15,General,Surgery,3629.76,1259.12,2370.64
2026-04-15,General,Medication,4649.39,2680.98,1968.41
2026-04-15,General,Room Charge,4052.53,2086.27,1966.26
2026-04-15,Emergency,Lab Test,1320.64,401.34,919.3
2026-04-15,Emergency,Consultation,3562.52,2847.31,715.21
2026-04-15,Emergency,Consultation,629.65,229.74,399.91
2026-04-15,Emergency,Lab Test,2181.78,977.82,1203.97
2026-04-15,Emergency,Medication,1728.86,649.15,1079.71
2026-04-15,Emergency,Medication,4368.77,1315.63,3053.14
2026-04-15,Emergency,Medication,860.31,373.24,487.07
2026-04-15,Emergency,Surgery,2477.54,1250.2,1227.34
2026-04-15,Emergency,Medication,2300.07,1498.42,801.65
2026-04-15,Emergency,Room Charge,2542.53,1388.8,1153.73
2026-04-15,Emergency,Room Charge,2175.21,1739.82,435.39
2026-04-15,Emergency,Medication,594.56,374.95,219.6
2026-04-15,Emergency,Lab Test,2030.98,1603.83,427.14
2026-04-15,Emergency,Medication,3204.16,2386.6,817.56
2026-04-15,Emergency,Consultation,4111.08,2887.6,1223.48
2026-04-15,Oncology,Lab Test,3343.36,1358.61,1984.75
2026-04-15,Oncology,Medication,4143.9,2409.21,1734.7
2026-04-15,Oncology,Medication,3014.91,2010.36,1004.55
2026-04-15,Oncology,Consultation,519.09,292.39,226.7
2026-04-15,Oncology,Consultation,4466.61,2781.15,1685.46
2026-04-15,Oncology,Consultation,2733.43,2016.21,717.22
2026-04-15,Pediatrics,Medication,3510.07,1342.25,2167.82
2026-04-15,Pediatrics,Room Charge,2049.71,882.64,1167.07
2026-04-15,Pediatrics,Room Charge,631.21,488.35,142.86
2026-04-15,Pediatrics,Consultation,3391.27,1884.36,1506.9
2026-04-15,Pediatrics,Room Charge,3403.17,1632.55,1770.62
2026-04-15,Pediatrics,Surgery,2551.01,1139.71,1411.3
2026-04-15,Pediatrics,Consultation,2279.0,1780.04,498.96
2026-04-15,Pediatrics,Consultation,1085.87,633.97,451.9
2026-04-16,Cardiology,Medication,2930.78,990.04,1940.74
2026-04-16,Cardiology,Room Charge,3186.37,1052.72,2133.64
2026-04-16,Cardiology,Medication,1416.2,546.85,869.35
2026-04-16,Cardiology,Room Charge,4078.98,2185.89,1893.1
2026-04-16,Cardiology,Medication,1503.71,677.49,826.22
2026-04-16,Cardiology,Room Charge,3764.59,2084.95,1679.64
2026-04-16,Cardiology,Consultation,888.87,616.36,272.51
2026-04-16,Cardiology,Consultation,2823.56,2220.31,603.25
2026-04-16,Cardiology,Consultation,3493.91,2232.38,1261.53
2026-04-16,Cardiology,Room Charge,1001.56,338.13,663.43
2026-04-16,Cardiology,Medication,1963.88,1337.81,626.07
2026-04-16,Cardiology,Lab Test,3011.4,1645.93,1365.48
2026-04-16,Cardiology,Medication,4572.05,2629.52,1942.53
2026-04-16,Cardiology,Room Charge,3839.22,2736.48,1102.73
2026-04-16,Cardiology,Medication,4248.69,2410.93,1837.76
2026-04-16,Cardiology,Consultation,2581.7,825.24,1756.46
2026-04-16,Cardiology,Surgery,4610.47,1725.36,2885.11
2026-04-16,Cardiology,Surgery,4382.05,2149.3,2232.75
2026-04-16,Cardiology,Lab Test,4921.22,2653.44,2267.78
2026-04-16,Cardiology,Medication,4286.37,1916.83,2369.54
2026-04-16,Cardiology,Lab Test,2629.89,1278.07,1351.82
2026-04-16,Cardiology,Room Charge,3056.83,1639.5,1417.33
2026-04-16,Cardiology,Surgery,2228.03,937.2,1290.84
2026-04-16,Cardiology,Surgery,4725.59,3613.98,1111.62
2026-04-16,Cardiology,Lab Test,3974.78,2243.28,1731.5
2026-04-16,Cardiology,Consultation,2370.22,1572.33,797.89
2026-04-16,Cardiology,Room Charge,2854.02,1006.41,1847.61
2026-04-16,Cardiology,Consultation,4775.1,2876.44,1898.66
2026-04-16,Cardiology,Medication,2968.23,1641.89,1326.33
2026-04-16,Cardiology,Surgery,687.99,256.73,431.26
2026-04-16,Neurology,Room Charge,3152.39,1507.24,1645.15
2026-04-16,Neurology,Room Charge,2682.93,884.39,1798.54
2026-04-16,Neurology,Lab Test,1025.12,503.72,521.4
2026-04-16,Neurology,Lab Test,880.49,426.28,454.21
2026-04-16,Neurology,Lab Test,3091.2,1397.39,1693.81
2026-04-16,Neurology,Lab Test,1791.25,1197.15,594.1
2026-04-16,Neurology,Medication,3682.97,2775.27,907.7
2026-04-16,Neurology,Surgery,2089.57,1398.64,690.93
2026-04-16,Neurology,Surgery,4348.78,1379.83,2968.95
2026-04-16,Neurology,Consultation,3413.63,1777.02,1636.6
2026-04-16,Neurology,Lab Test,3114.27,1584.59,1529.68
2026-04-16,Neurology,Medication,3231.25,2386.63,844.61
2026-04-16,Neurology,Consultation,2271.68,1523.99,747.69
2026-04-16,Neurology,Surgery,3181.38,1121.08,2060.3
2026-04-16,Neurology,Consultation,2915.13,1593.74,1321.38
2026-04-16,Neurology,Medication,4528.37,2783.45,1744.92
2026-04-16,Neurology,Medication,4551.77,3449.11,1102.66
2026-04-16,Neurology,Consultation,4545.25,1440.35,3104.9
2026-04-16,Neurology,Room Charge,913.64,282.27,631.37
2026-04-16,Neurology,Room Charge,4166.23,1960.98,2205.25
2026-04-16,Neurology,Lab Test,1503.68,1117.6,386.07
2026-04-16,Neurology,Medication,2017.81,769.78,1248.03
2026-04-16,Neurology,Lab Test,1823.81,1363.9,459.92
2026-04-16,Neurology,Lab Test,3796.63,1807.28,1989.35
2026-04-16,Neurology,Surgery,4206.17,1325.51,2880.66
2026-04-16,Neurology,Medication,4280.15,2174.34,2105.82
2026-04-16,Neurology,Surgery,1320.4,538.81,781.58
2026-04-16,Neurology,Lab Test,3214.28,2413.05,801.23
2026-04-16,Neurology,Surgery,2985.27,1171.73,1813.54
2026-04-16,Neurology,Surgery,3884.63,2919.77,964.85
2026-04-16,Neurology,Room Charge,1319.17,450.18,868.99
2026-04-16,Neurology,Room Charge,3386.31,1306.9,2079.41
2026-04-16,Neurology,Room Charge,820.68,479.49,341.2
2026-04-16,Neurology,Room Charge,3666.35,1728.74,1937.61
2026-04-16,Neurology,Room Charge,4783.42,1890.39,2893.03
2026-04-16,Orthopedics,Medication,2577.54,1092.52,1485.01
2026-04-16,Orthopedics,Medication,1749.08,854.48,894.59
2026-04-16,Orthopedics,Surgery,2141.68,737.66,1404.02
2026-04-16,Orthopedics,Room Charge,1263.62,659.0,604.61
2026-04-16,Orthopedics,Room Charge,3804.25,2264.04,1540.2
2026-04-16,Orthopedics,Consultation,2626.56,1373.84,1252.71
2026-04-16,Orthopedics,Lab Test,3809.9,1630.16,2179.74
2026-04-16,Orthopedics,Lab Test,1794.34,1413.61,380.73
2026-04-16,Orthopedics,Medication,2214.5,1556.67,657.83
2026-04-16,Orthopedics,Medication,3721.33,2773.31,948.02
2026-04-16,Orthopedics,Medication,4846.4,2817.89,2028.51
2026-04-16,Orthopedics,Room Charge,2720.76,1512.49,1208.27
2026-04-16,Orthopedics,Surgery,3919.78,1554.54,2365.23
2026-04-16,Orthopedics,Room Charge,4481.95,1717.41,2764.54
2026-04-16,Orthopedics,Surgery,982.57,766.17,216.41
2026-04-16,Orthopedics,Medication,833.54,353.79,479.75
2026-04-16,Orthopedics,Consultation,2403.54,905.55,1497.99
2026-04-16,Orthopedics,Surgery,2834.09,1196.13,1637.96
2026-04-16,Orthopedics,Room Charge,665.15,421.21,243.94
2026-04-16,Orthopedics,Lab Test,1514.43,982.32,532.1
2026-04-16,General,Consultation,3226.06,1901.61,1324.45
2026-04-16,General,Medication,1263.87,801.08,462.79
2026-04-16,General,Medication,4188.78,3118.09,1070.69
2026-04-16,General,Consultation,3440.93,2139.72,1301.21
2026-04-16,General,Consultation,1257.71,429.23,828.48
2026-04-16,General,Consultation,758.28,316.45,441.83
2026-04-16,General,Lab Test,2912.55,910.15,2002.41
2026-04-16,General,Consultation,1853.75,797.68,1056.08
2026-04-16,General,Lab Test,1738.41,587.2,1151.21
2026-04-16,General,Medication,3819.1,2208.46,1610.64
2026-04-16,General,Surgery,4709.71,3126.65,1583.06
2026-04-16,General,Consultation,1117.39,616.59,500.8
2026-04-16,General,Lab Test,2424.18,922.03,1502.15
2026-04-16,Emergency,Lab Test,1884.62,1481.98,402.64
2026-04-16,Emergency,Lab Test,4242.32,2774.2,1468.12
2026-04-16,Emergency,Consultation,2744.72,1225.42,1519.3
2026-04-16,Emergency,Medication,2101.93,1558.07,543.86
2026-04-16,Emergency,Surgery,4516.35,1787.04,2729.31
2026-04-16,Emergency,Room Charge,1859.83,678.47,1181.36
2026-04-16,Emergency,Consultation,548.71,359.73,188.99
2026-04-16,Emergency,Medication,1969.42,939.51,1029.91
2026-04-16,Emergency,Lab Test,4544.79,1653.48,2891.31
2026-04-16,Emergency,Room Charge,2395.35,1140.13,1255.22
2026-04-16,Emergency,Surgery,934.9,381.45,553.45
2026-04-16,Emergency,Medication,2915.97,2218.15,697.82
2026-04-16,Emergency,Surgery,965.57,501.22,464.35
2026-04-16,Emergency,Room Charge,4379.73,2639.87,1739.87
2026-04-16,Emergency,Lab Test,3700.22,2484.97,1215.26
2026-04-16,Emergency,Room Charge,2695.39,1227.98,1467.41
2026-04-16,Emergency,Room Charge,4432.92,3203.62,1229.3
2026-04-16,Emergency,Room Charge,4063.21,1374.73,2688.48
2026-04-16,Emergency,Surgery,2537.99,1237.12,1300.87
2026-04-16,Emergency,Medication,4218.34,1737.27,2481.07
2026-04-16,Emergency,Consultation,3520.93,1249.18,2271.75
2026-04-16,Emergency,Lab Test,4741.33,2709.41,2031.92
2026-04-16,Emergency,Surgery,2247.91,1093.0,1154.91
2026-04-16,Emergency,Consultation,766.48,547.15,219.32
2026-04-16,Emergency,Consultation,4194.41,2398.31,1796.1
2026-04-16,Emergency,Medication,571.79,400.29,171.5
2026-04-16,Emergency,Room Charge,3935.19,2594.26,1340.93
2026-04-16,Emergency,Consultation,3285.3,1031.53,2253.77
2026-04-16,Emergency,Room Charge,4075.1,1737.59,2337.51
2026-04-16,Oncology,Surgery,4548.47,2948.52,1599.95
2026-04-16,Oncology,Consultation,2455.02,1541.13,913.89
2026-04-16,Oncology,Surgery,1269.51,958.63,310.88
2026-04-16,Oncology,Surgery,3307.76,2205.34,1102.42
2026-04-16,Oncology,Room Charge,3174.18,1952.31,1221.88
2026-04-16,Oncology,Surgery,2933.49,1573.95,1359.54
2026-04-16,Oncology,Room Charge,1314.7,451.79,862.92
2026-04-16,Oncology,Surgery,3606.99,2101.62,1505.37
2026-04-16,Oncology,Surgery,1474.85,903.71,571.14
2026-04-16,Oncology,Room Charge,1096.01,702.98,393.03
2026-04-16,Oncology,Room Charge,665.49,415.67,249.82
2026-04-16,Oncology,Surgery,2759.26,2083.33,675.93
2026-04-16,Oncology,Room Charge,2380.9,1373.17,1007.73
2026-04-16,Oncology,Room Charge,2447.89,987.11,1460.78
2026-04-16,Oncology,Room Charge,4713.01,1744.35,2968.67
2026-04-16,Oncology,Lab Test,2463.87,993.55,1470.32
2026-04-16,Oncology,Lab Test,3784.2,2743.26,1040.94
2026-04-16,Oncology,Consultation,843.92,568.48,275.44
2026-04-16,Oncology,Room Charge,4950.37,3945.11,1005.26
2026-04-16,Oncology,Medication,1073.62,339.14,734.48
2026-04-16,Oncology,Lab Test,2920.12,1823.09,1097.02
2026-04-16,Oncology,Lab Test,3394.56,2023.81,1370.76
2026-04-16,Oncology,Consultation,921.73,645.5,276.22
2026-04-16,Oncology,Consultation,2730.88,1975.4,755.48
2026-04-16,Oncology,Lab Test,3908.05,2261.59,1646.46
2026-04-16,Oncology,Surgery,2007.62,1165.24,842.38
2026-04-16,Oncology,Consultation,1995.34,1512.79,482.55
2026-04-16,Oncology,Lab Test,1347.63,975.18,372.45
2026-04-16,Pediatrics,Lab Test,1831.56,829.28,1002.28
2026-04-16,Pediatrics,Medication,3524.21,1381.74,2142.47
2026-04-16,Pediatrics,Consultation,4535.98,3259.94,1276.04
2026-04-16,Pediatrics,Room Charge,3398.09,1613.15,1784.94
2026-04-16,Pediatrics,Surgery,2194.31,1491.14,703.17
2026-04-16,Pediatrics,Surgery,2051.89,1635.19,416.7
2026-04-16,Pediatrics,Lab Test,3065.66,2436.62,629.04
2026-04-16,Pediatrics,Lab Test,2428.11,1630.81,797.3
2026-04-16,Pediatrics,Medication,4178.29,1390.79,2787.51
2026-04-16,Pediatrics,Consultation,775.32,262.32,513.0
2026-04-16,Pediatrics,Surgery,1609.11,919.79,689.32
2026-04-16,Pediatrics,Medication,4723.31,3748.88,974.43
2026-04-16,Pediatrics,Lab Test,2932.43,918.47,2013.96
2026-04-16,Pediatrics,Consultation,2357.16,1253.94,1103.22
2026-04-16,Pediatrics,Medication,4375.67,2912.46,1463.21
2026-04-16,Pediatrics,Lab Test,3262.49,2146.11,1116.38
2026-04-16,Pediatrics,Medication,2538.67,901.71,1636.97
2026-04-16,Pediatrics,Surgery,4766.62,3481.31,1285.3
2026-04-16,Pediatrics,Room Charge,2002.22,1359.72,642.5
2026-04-16,Pediatrics,Consultation,2152.19,1320.19,832.0
2026-04-16,Pediatrics,Medication,4649.45,2616.68,2032.77
2026-04-16,Pediatrics,Surgery,3381.75,1733.14,1648.61
2026-04-16,Pediatrics,Consultation,4051.28,2168.43,1882.86
2026-04-16,Pediatrics,Lab Test,1449.58,805.39,644.18
2026-04-16,Pediatrics,Medication,2770.19,1447.92,1322.26
2026-04-16,Pediatrics,Medication,709.41,509.11,200.3
2026-04-16,Pediatrics,Surgery,2116.68,866.86,1249.82
2026-04-16,Pediatrics,Room Charge,1263.27,458.07,805.2
2026-04-16,Pediatrics,Room Charge,4457.33,1541.15,2916.18
2026-04-16,Pediatrics,Consultation,3241.08,2249.71,991.37
2026-04-16,Pediatrics,Room Charge,603.51,221.94,381.57
2026-04-16,Pediatrics,Medication,4261.33,2849.86,1411.47
2026-04-16,Pediatrics,Consultation,2947.44,1104.54,1842.89
2026-04-16,Pediatrics,Lab Test,3871.47,1538.25,2333.22
2026-04-16,Pediatrics,Room Charge,3294.86,2073.13,1221.73
2026-04-17,Cardiology,Room Charge,4991.52,2253.13,2738.4
2026-04-17,Cardiology,Room Charge,1559.32,714.43,844.89
2026-04-17,Cardiology,Lab Test,4278.59,2767.62,1510.97
2026-04-17,Cardiology,Room Charge,3726.63,1911.47,1815.16
2026-04-17,Cardiology,Room Charge,3281.95,2095.61,1186.33
2026-04-17,Cardiology,Surgery,4251.73,1815.98,2435.75
2026-04-17,Cardiology,Surgery,3094.15,1005.09,2089.06
2026-04-17,Cardiology,Consultation,1899.63,1389.62,510.01
2026-04-17,Cardiology,Medication,4351.79,2991.65,1360.15
2026-04-17,Cardiology,Consultation,4879.79,3654.01,1225.79
2026-04-17,Cardiology,Lab Test,4643.1,3486.85,1156.25
2026-04-17,Cardiology,Room Charge,4660.89,3558.86,1102.04
2026-04-17,Cardiology,Room Charge,2592.97,1112.06,1480.91
2026-04-17,Cardiology,Consultation,3002.98,1592.64,1410.34
2026-04-17,Cardiology,Consultation,962.58,426.93,535.65
2026-04-17,Cardiology,Consultation,4437.45,2247.36,2190.09
2026-04-17,Cardiology,Room Charge,2028.87,1530.0,498.87
2026-04-17,Cardiology,Room Charge,2017.57,904.27,1113.3
2026-04-17,Cardiology,Consultation,3428.1,2478.92,949.18
2026-04-17,Cardiology,Medication,4164.38,3131.0,1033.38
2026-04-17,Cardiology,Lab Test,2226.56,1099.56,1127.0
2026-04-17,Cardiology,Room Charge,933.15,530.57,402.58
2026-04-17,Cardiology,Surgery,3230.69,1176.83,2053.87
2026-04-17,Cardiology,Consultation,3172.18,2231.93,940.25
2026-04-17,Cardiology,Surgery,549.32,217.48,331.85
2026-04-17,Cardiology,Lab Test,1218.97,848.51,370.46
2026-04-17,Cardiology,Lab Test,4730.57,3139.17,1591.4
2026-04-17,Cardiology,Lab Test,4032.11,1574.93,2457.18
2026-04-17,Cardiology,Room Charge,4153.31,1958.36,2194.94
2026-04-17,Cardiology,Medication,1231.34,891.13,340.21
2026-04-17,Cardiology,Surgery,2656.08,864.81,1791.28
2026-04-17,Cardiology,Lab Test,4271.9,1718.22,2553.68
2026-04-17,Cardiology,Lab Test,638.24,257.57,380.67
2026-04-17,Cardiology,Consultation,4272.27,2623.89,1648.38
2026-04-17,Cardiology,Lab Test,2201.1,1127.37,1073.73
2026-04-17,Neurology,Lab Test,3196.38,2329.48,866.9
2026-04-17,Neurology,Lab Test,4823.29,2424.94,2398.35
2026-04-17,Neurology,Consultation,2085.03,821.34,1263.68
2026-04-17,Neurology,Consultation,1477.92,792.71,685.21
2026-04-17,Neurology,Surgery,841.78,641.47,200.31
2026-04-17,Neurology,Consultation,1071.15,438.28,632.87
2026-04-17,Neurology,Medication,4625.92,3258.81,1367.1
2026-04-17,Neurology,Surgery,3229.67,1864.88,1364.79
2026-04-17,Neurology,Consultation,1237.82,663.56,574.26
2026-04-17,Neurology,Surgery,4630.33,2392.93,2237.4
2026-04-17,Neurology,Consultation,2593.21,2032.68,560.53
2026-04-17,Neurology,Room Charge,1508.85,811.05,697.8
2026-04-17,Neurology,Consultation,3457.36,1818.03,1639.33
2026-04-17,Neurology,Surgery,4850.57,3536.57,1314.0
2026-04-17,Neurology,Lab Test,2786.38,1852.41,933.97
2026-04-17,Neurology,Consultation,2875.64,1467.42,1408.22
2026-04-17,Neurology,Surgery,4721.21,3611.53,1109.68
2026-04-17,Neurology,Medication,4061.13,2666.21,1394.91
2026-04-17,Neurology,Medication,1706.34,939.81,766.52
2026-04-17,Neurology,Consultation,2478.65,858.21,1620.45
2026-04-17,Neurology,Consultation,4652.79,1848.25,2804.54
2026-04-17,Neurology,Lab Test,4964.22,2832.69,2131.53
2026-04-17,Neurology,Surgery,2321.58,697.18,1624.4
2026-04-17,Neurology,Surgery,2917.37,1956.66,960.71
2026-04-17,Neurology,Room Charge,1301.32,782.99,518.33
2026-04-17,Neurology,Surgery,1656.86,1167.75,489.1
2026-04-17,Neurology,Lab Test,578.93,440.33,138.6
2026-04-17,Neurology,Lab Test,4034.54,1331.6,2702.94
2026-04-17,Neurology,Lab Test,3647.58,1159.79,2487.79
2026-04-17,Neurology,Surgery,1640.79,1237.04,403.75
2026-04-17,Neurology,Lab Test,4644.11,2679.35,1964.76
2026-04-17,Neurology,Medication,2332.68,1185.01,1147.67
2026-04-17,Orthopedics,Surgery,742.7,498.01,244.69
2026-04-17,Orthopedics,Room Charge,4750.94,3638.42,1112.52
2026-04-17,Orthopedics,Room Charge,1295.28,794.6,500.68
2026-04-17,Orthopedics,Lab Test,4426.12,1921.74,2504.38
2026-04-17,Orthopedics,Surgery,3760.25,2730.72,1029.53
2026-04-17,Orthopedics,Medication,592.37,292.27,300.1
2026-04-17,Orthopedics,Room Charge,2553.01,996.13,1556.88
2026-04-17,Orthopedics,Lab Test,1649.17,783.11,866.06
2026-04-17,Orthopedics,Consultation,3372.3,1523.84,1848.45
2026-04-17,Orthopedics,Lab Test,1367.97,925.37,442.6
2026-04-17,Orthopedics,Surgery,2346.6,1266.95,1079.65
2026-04-17,Orthopedics,Consultation,4605.15,2360.52,2244.63
