date,medicine_name,quantity_used,department
2025-10-09,IV Fluids,65,General
2025-10-09,IV Fluids,101,Emergency
2025-10-09,IV Fluids,77,ICU
2025-10-10,Paracetamol,90,General
2025-10-10,Paracetamol,89,Emergency
2025-10-10,Paracetamol,91,ICU
2025-10-10,Amoxicillin,45,General
2025-10-10,Amoxicillin,51,Emergency
2025-10-10,Amoxicillin,57,ICU
2025-10-10,Insulin,13,General
2025-10-10,Insulin,63,Emergency
2025-10-10,Insulin,60,ICU
2025-10-10,Antibiotics,27,General
2025-10-10,Antibiotics,56,Emergency
2025-10-10,Antibiotics,32,ICU
2025-10-10,IV Fluids,30,General
2025-10-10,IV Fluids,105,Emergency
2025-10-10,IV Fluids,35,ICU
2025-10-11,Paracetamol,69,General
2025-10-11,Paracetamol,28,Emergency
2025-10-11,Paracetamol,59,ICU
2025-10-11,Amoxicillin,67,General
2025-10-11,Amoxicillin,38,Emergency
2025-10-11,Amoxicillin,55,ICU
2025-10-11,Insulin,109,General
2025-10-11,Insulin,74,Emergency
2025-10-11,Insulin,91,ICU
2025-10-11,Antibiotics,45,General
2025-10-11,Antibiotics,103,Emergency
2025-10-11,Antibiotics,98,ICU
2025-10-11,IV Fluids,83,General
2025-10-11,IV Fluids,121,Emergency
2025-10-11,IV Fluids,89,ICU
2025-10-12,Paracetamol,95,General
2025-10-12,Paracetamol,30,Emergency
2025-10-12,Paracetamol,95,ICU
2025-10-12,Amoxicillin,110,General
2025-10-12,Amoxicillin,88,Emergency
2025-10-12,Amoxicillin,48,ICU
2025-10-12,Insulin,43,General
2025-10-12,Insulin,89,Emergency
2025-10-12,Insulin,82,ICU
2025-10-12,Antibiotics,61,General
2025-10-12,Antibiotics,79,Emergency
2025-10-12,Antibiotics,63,ICU
2025-10-12,IV Fluids,63,General
2025-10-12,IV Fluids,69,Emergency
2025-10-12,IV Fluids,31,ICU
2025-10-13,Paracetamol,91,General
2025-10-13,Paracetamol,71,Emergency
2025-10-13,Paracetamol,85,ICU
2025-10-13,Amoxicillin,72,General
2025-10-13,Amoxicillin,37,Emergency
2025-10-13,Amoxicillin,101,ICU
2025-10-13,Insulin,27,General
2025-10-13,Insulin,25,Emergency
2025-10-13,Insulin,25,ICU
2025-10-13,Antibiotics,31,General
2025-10-13,Antibiotics,50,Emergency
2025-10-13,Antibiotics,86,ICU
2025-10-13,IV Fluids,88,General
2025-10-13,IV Fluids,134,Emergency
2025-10-13,IV Fluids,68,ICU
2025-10-14,Paracetamol,99,General
2025-10-14,Paracetamol,101,Emergency
2025-10-14,Paracetamol,41,ICU
2025-10-14,Amoxicillin,81,General
2025-10-14,Amoxicillin,49,Emergency
2025-10-14,Amoxicillin,109,ICU
2025-10-14,Insulin,91,General
2025-10-14,Insulin,75,Emergency
2025-10-14,Insulin,46,ICU
2025-10-14,Antibiotics,35,General
2025-10-14,Antibiotics,90,Emergency
2025-10-14,Antibiotics,103,ICU
2025-10-14,IV Fluids,87,General
2025-10-14,IV Fluids,73,Emergency
2025-10-14,IV Fluids,74,ICU
2025-10-15,Paracetamol,68,General
2025-10-15,Paracetamol,48,Emergency
2025-10-15,Paracetamol,34,ICU
2025-10-15,Amoxicillin,22,General
2025-10-15,Amoxicillin,12,Emergency
2025-10-15,Amoxicillin,66,ICU
2025-10-15,Insulin,62,General
2025-10-15,Insulin,58,Emergency
2025-10-15,Insulin,87,ICU
2025-10-15,Antibiotics,96,General
2025-10-15,Antibiotics,87,Emergency
2025-10-15,Antibiotics,31,ICU
2025-10-15,IV Fluids,80,General
2025-10-15,IV Fluids,106,Emergency
2025-10-15,IV Fluids,12,ICU
2025-10-16,Paracetamol,23,General
2025-10-16,Paracetamol,66,Emergency
2025-10-16,Paracetamol,84,ICU
2025-10-16,Amoxicillin,82,General
2025-10-16,Amoxicillin,72,Emergency
2025-10-16,Amoxicillin,47,ICU
2025-10-16,Insulin,41,General
2025-10-16,Insulin,36,Emergency
2025-10-16,Insulin,48,ICU
2025-10-16,Antibiotics,37,General
2025-10-16,Antibiotics,63,Emergency
2025-10-16,Antibiotics,89,ICU
2025-10-16,IV Fluids,69,General
2025-10-16,IV Fluids,74,Emergency
2025-10-16,IV Fluids,41,ICU
2025-10-17,Paracetamol,73,General
2025-10-17,Paracetamol,91,Emergency
2025-10-17,Paracetamol,94,ICU
2025-10-17,Amoxicillin,19,General
2025-10-17,Amoxicillin,71,Emergency
2025-10-17,Amoxicillin,91,ICU
2025-10-17,Insulin,33,General
2025-10-17,Insulin,75,Emergency
2025-10-17,Insulin,51,ICU
2025-10-17,Antibiotics,62,General
2025-10-17,Antibiotics,82,Emergency
2025-10-17,Antibiotics,36,ICU
2025-10-17,IV Fluids,34,General
2025-10-17,IV Fluids,74,Emergency
2025-10-17,IV Fluids,59,ICU
2025-10-18,Paracetamol,24,General
2025-10-18,Paracetamol,48,Emergency
2025-10-18,Paracetamol,28,ICU
2025-10-18,Amoxicillin,37,General
2025-10-18,Amoxicillin,90,Emergency
2025-10-18,Amoxicillin,30,ICU
2025-10-18,Insulin,69,General
2025-10-18,Insulin,72,Emergency
2025-10-18,Insulin,55,ICU
2025-10-18,Antibiotics,44,General
2025-10-18,Antibiotics,55,Emergency
2025-10-18,Antibiotics,30,ICU
2025-10-18,IV Fluids,75,General
2025-10-18,IV Fluids,135,Emergency
2025-10-18,IV Fluids,63,ICU
2025-10-19,Paracetamol,62,General
2025-10-19,Paracetamol,69,Emergency
2025-10-19,Paracetamol,46,ICU
2025-10-19,Amoxicillin,52,General
2025-10-19,Amoxicillin,12,Emergency
2025-10-19,Amoxicillin,72,ICU
2025-10-19,Insulin,113,General
2025-10-19,Insulin,84,Emergency
2025-10-19,Insulin,55,ICU
2025-10-19,Antibiotics,70,General
2025-10-19,Antibiotics,94,Emergency
2025-10-19,Antibiotics,33,ICU
2025-10-19,IV Fluids,97,General
2025-10-19,IV Fluids,150,Emergency
2025-10-19,IV Fluids,75,ICU
2025-10-20,Paracetamol,83,General
2025-10-20,Paracetamol,32,Emergency
2025-10-20,Paracetamol,103,ICU
2025-10-20,Amoxicillin,46,General
2025-10-20,Amoxicillin,95,Emergency
2025-10-20,Amoxicillin,24,ICU
2025-10-20,Insulin,36,General
2025-10-20,Insulin,63,Emergency
2025-10-20,Insulin,48,ICU
2025-10-20,Antibiotics,52,General
2025-10-20,Antibiotics,51,Emergency
2025-10-20,Antibiotics,110,ICU
2025-10-20,IV Fluids,23,General
2025-10-20,IV Fluids,128,Emergency
2025-10-20,IV Fluids,56,ICU
2025-10-21,Paracetamol,51,General
2025-10-21,Paracetamol,56,Emergency
2025-10-21,Paracetamol,96,ICU
2025-10-21,Amoxicillin,59,General
2025-10-21,Amoxicillin,59,Emergency
2025-10-21,Amoxicillin,62,ICU
2025-10-21,Insulin,66,General
2025-10-21,Insulin,92,Emergency
2025-10-21,Insulin,63,ICU
2025-10-21,Antibiotics,17,General
2025-10-21,Antibiotics,72,Emergency
2025-10-21,Antibiotics,44,ICU
2025-10-21,IV Fluids,12,General
2025-10-21,IV Fluids,71,Emergency
2025-10-21,IV Fluids,113,ICU
2025-10-22,Paracetamol,90,General
2025-10-22,Paracetamol,26,Emergency
2025-10-22,Paracetamol,16,ICU
2025-10-22,Amoxicillin,49,General
2025-10-22,Amoxicillin,17,Emergency
2025-10-22,Amoxicillin,88,ICU
2025-10-22,Insulin,29,General
2025-10-22,Insulin,72,Emergency
2025-10-22,Insulin,30,ICU
2025-10-22,Antibiotics,27,General
2025-10-22,Antibiotics,18,Emergency
2025-10-22,Antibiotics,97,ICU
2025-10-22,IV Fluids,83,General
2025-10-22,IV Fluids,145,Emergency
2025-10-22,IV Fluids,54,ICU
2025-10-23,Paracetamol,21,General
2025-10-23,Paracetamol,43,Emergency
2025-10-23,Paracetamol,89,ICU
2025-10-23,Amoxicillin,57,General
2025-10-23,Amoxicillin,53,Emergency
2025-10-23,Amoxicillin,33,ICU
2025-10-23,Insulin,96,General
2025-10-23,Insulin,83,Emergency
2025-10-23,Insulin,102,ICU
2025-10-23,Antibiotics,102,General
2025-10-23,Antibiotics,96,Emergency
2025-10-23,Antibiotics,33,ICU
2025-10-23,IV Fluids,104,General
2025-10-23,IV Fluids,152,Emergency
2025-10-23,IV Fluids,34,ICU
2025-10-24,Paracetamol,61,General
2025-10-24,Paracetamol,99,Emergency
2025-10-24,Paracetamol,31,ICU
2025-10-24,Amoxicillin,57,General
2025-10-24,Amoxicillin,78,Emergency
2025-10-24,Amoxicillin,61,ICU
2025-10-24,Insulin,79,General
2025-10-24,Insulin,81,Emergency
2025-10-24,Insulin,32,ICU
2025-10-24,Antibiotics,30,General
2025-10-24,Antibiotics,108,Emergency
2025-10-24,Antibiotics,91,ICU
2025-10-24,IV Fluids,21,General
2025-10-24,IV Fluids,162,Emergency
2025-10-24,IV Fluids,96,ICU
2025-10-25,Paracetamol,45,General
2025-10-25,Paracetamol,60,Emergency
2025-10-25,Paracetamol,39,ICU
2025-10-25,Amoxicillin,64,General
2025-10-25,Amoxicillin,52,Emergency
2025-10-25,Amoxicillin,68,ICU
2025-10-25,Insulin,99,General
2025-10-25,Insulin,73,Emergency
2025-10-25,Insulin,91,ICU
2025-10-25,Antibiotics,28,General
2025-10-25,Antibiotics,41,Emergency
2025-10-25,Antibiotics,32,ICU
2025-10-25,IV Fluids,92,General
2025-10-25,IV Fluids,153,Emergency
2025-10-25,IV Fluids,101,ICU
2025-10-26,Paracetamol,60,General
2025-10-26,Paracetamol,19,Emergency
2025-10-26,Paracetamol,67,ICU
2025-10-26,Amoxicillin,39,General
2025-10-26,Amoxicillin,33,Emergency
2025-10-26,Amoxicillin,74,ICU
2025-10-26,Insulin,99,General
2025-10-26,Insulin,97,Emergency
2025-10-26,Insulin,30,ICU
2025-10-26,Antibiotics,29,General
2025-10-26,Antibiotics,97,Emergency
2025-10-26,Antibiotics,26,ICU
2025-10-26,IV Fluids,39,General
2025-10-26,IV Fluids,87,Emergency
2025-10-26,IV Fluids,14,ICU
2025-10-27,Paracetamol,69,General
2025-10-27,Paracetamol,46,Emergency
2025-10-27,Paracetamol,85,ICU
2025-10-27,Amoxicillin,100,General
2025-10-27,Amoxicillin,50,Emergency
2025-10-27,Amoxicillin,50,ICU
2025-10-27,Insulin,46,General
2025-10-27,Insulin,55,Emergency
2025-10-27,Insulin,40,ICU
2025-10-27,Antibiotics,50,General
2025-10-27,Antibiotics,40,Emergency
2025-10-27,Antibiotics,33,ICU
2025-10-27,IV Fluids,95,General
2025-10-27,IV Fluids,83,Emergency
2025-10-27,IV Fluids,102,ICU
2025-10-28,Paracetamol,65,General
2025-10-28,Paracetamol,85,Emergency
2025-10-28,Paracetamol,14,ICU
2025-10-28,Amoxicillin,32,General
2025-10-28,Amoxicillin,19,Emergency
2025-10-28,Amoxicillin,39,ICU
2025-10-28,Insulin,66,General
2025-10-28,Insulin,77,Emergency
2025-10-28,Insulin,60,ICU
2025-10-28,Antibiotics,39,General
2025-10-28,Antibiotics,19,Emergency
2025-10-28,Antibiotics,63,ICU
2025-10-28,IV Fluids,31,General
2025-10-28,IV Fluids,138,Emergency
2025-10-28,IV Fluids,59,ICU
2025-10-29,Paracetamol,89,General
2025-10-29,Paracetamol,41,Emergency
2025-10-29,Paracetamol,76,ICU
2025-10-29,Amoxicillin,22,General
2025-10-29,Amoxicillin,73,Emergency
2025-10-29,Amoxicillin,28,ICU
2025-10-29,Insulin,81,General
2025-10-29,Insulin,103,Emergency
2025-10-29,Insulin,90,ICU
2025-10-29,Antibiotics,73,General
2025-10-29,Antibiotics,61,Emergency
2025-10-29,Antibiotics,66,ICU
2025-10-29,IV Fluids,26,General
2025-10-29,IV Fluids,101,Emergency
2025-10-29,IV Fluids,76,ICU
2025-10-30,Paracetamol,37,General
2025-10-30,Paracetamol,90,Emergency
2025-10-30,Paracetamol,84,ICU
2025-10-30,Amoxicillin,79,General
2025-10-30,Amoxicillin,93,Emergency
2025-10-30,Amoxicillin,44,ICU
2025-10-30,Insulin,33,General
2025-10-30,Insulin,84,Emergency
2025-10-30,Insulin,24,ICU
2025-10-30,Antibiotics,37,General
2025-10-30,Antibiotics,61,Emergency
2025-10-30,Antibiotics,85,ICU
2025-10-30,IV Fluids,19,General
2025-10-30,IV Fluids,85,Emergency
2025-10-30,IV Fluids,75,ICU
2025-10-31,Paracetamol,24,General
2025-10-31,Paracetamol,51,Emergency
2025-10-31,Paracetamol,88,ICU
2025-10-31,Amoxicillin,58,General
2025-10-31,Amoxicillin,82,Emergency
2025-10-31,Amoxicillin,79,ICU
2025-10-31,Insulin,72,General
2025-10-31,Insulin,17,Emergency
2025-10-31,Insulin,63,ICU
2025-10-31,Antibiotics,40,General
2025-10-31,Antibiotics,75,Emergency
2025-10-31,Antibiotics,26,ICU
2025-10-31,IV Fluids,29,General
2025-10-31,IV Fluids,89,Emergency
2025-10-31,IV Fluids,35,ICU
2025-11-01,Paracetamol,96,General
2025-11-01,Paracetamol,31,Emergency
2025-11-01,Paracetamol,100,ICU
2025-11-01,Amoxicillin,73,General
2025-11-01,Amoxicillin,43,Emergency
2025-11-01,Amoxicillin,74,ICU
2025-11-01,Insulin,36,General
2025-11-01,Insulin,72,Emergency
2025-11-01,Insulin,113,ICU
2025-11-01,Antibiotics,85,General
2025-11-01,Antibiotics,68,Emergency
2025-11-01,Antibiotics,76,ICU
2025-11-01,IV Fluids,11,General
2025-11-01,IV Fluids,141,Emergency
2025-11-01,IV Fluids,59,ICU
2025-11-02,Paracetamol,46,General
2025-11-02,Paracetamol,30,Emergency
2025-11-02,Paracetamol,89,ICU
2025-11-02,Amoxicillin,101,General
2025-11-02,Amoxicillin,12,Emergency
2025-11-02,Amoxicillin,96,ICU
2025-11-02,Insulin,23,General
2025-11-02,Insulin,35,Emergency
2025-11-02,Insulin,36,ICU
2025-11-02,Antibiotics,83,General
2025-11-02,Antibiotics,28,Emergency
2025-11-02,Antibiotics,87,ICU
2025-11-02,IV Fluids,38,General
2025-11-02,IV Fluids,81,Emergency
2025-11-02,IV Fluids,50,ICU
2025-11-03,Paracetamol,72,General
2025-11-03,Paracetamol,85,Emergency
2025-11-03,Paracetamol,91,ICU
2025-11-03,Amoxicillin,102,General
2025-11-03,Amoxicillin,91,Emergency
2025-11-03,Amoxicillin,69,ICU
2025-11-03,Insulin,34,General
2025-11-03,Insulin,22,Emergency
2025-11-03,Insulin,52,ICU
2025-11-03,Antibiotics,84,General
2025-11-03,Antibiotics,12,Emergency
2025-11-03,Antibiotics,97,ICU
2025-11-03,IV Fluids,79,General
2025-11-03,IV Fluids,158,Emergency
2025-11-03,IV Fluids,61,ICU
2025-11-04,Paracetamol,50,General
2025-11-04,Paracetamol,89,Emergency
2025-11-04,Paracetamol,39,ICU
2025-11-04,Amoxicillin,8,General
2025-11-04,Amoxicillin,89,Emergency
2025-11-04,Amoxicillin,67,ICU
2025-11-04,Insulin,57,General
2025-11-04,Insulin,37,Emergency
2025-11-04,Insulin,68,ICU
2025-11-04,Antibiotics,57,General
2025-11-04,Antibiotics,53,Emergency
2025-11-04,Antibiotics,39,ICU
2025-11-04,IV Fluids,58,General
2025-11-04,IV Fluids,104,Emergency
2025-11-04,IV Fluids,86,ICU
2025-11-05,Paracetamol,35,General
2025-11-05,Paracetamol,86,Emergency
2025-11-05,Paracetamol,79,ICU
2025-11-05,Amoxicillin,50,General
2025-11-05,Amoxicillin,41,Emergency
2025-11-05,Amoxicillin,70,ICU
2025-11-05,Insulin,70,General
2025-11-05,Insulin,22,Emergency
2025-11-05,Insulin,74,ICU
2025-11-05,Antibiotics,86,General
2025-11-05,Antibiotics,60,Emergency
2025-11-05,Antibiotics,32,ICU
2025-11-05,IV Fluids,52,General
2025-11-05,IV Fluids,162,Emergency
2025-11-05,IV Fluids,40,ICU
2025-11-06,Paracetamol,67,General
2025-11-06,Paracetamol,20,Emergency
2025-11-06,Paracetamol,86,ICU
2025-11-06,Amoxicillin,60,General
2025-11-06,Amoxicillin,82,Emergency
2025-11-06,Amoxicillin,105,ICU
2025-11-06,Insulin,32,General
2025-11-06,Insulin,35,Emergency
2025-11-06,Insulin,48,ICU
2025-11-06,Antibiotics,109,General
2025-11-06,Antibiotics,20,Emergency
2025-11-06,Antibiotics,23,ICU
2025-11-06,IV Fluids,61,General
2025-11-06,IV Fluids,76,Emergency
2025-11-06,IV Fluids,70,ICU
2025-11-07,Paracetamol,100,General
2025-11-07,Paracetamol,18,Emergency
2025-11-07,Paracetamol,19,ICU
2025-11-07,Amoxicillin,67,General
2025-11-07,Amoxicillin,70,Emergency
2025-11-07,Amoxicillin,61,ICU
2025-11-07,Insulin,81,General
2025-11-07,Insulin,42,Emergency
2025-11-07,Insulin,27,ICU
2025-11-07,Antibiotics,11,General
2025-11-07,Antibiotics,95,Emergency
2025-11-07,Antibiotics,43,ICU
2025-11-07,IV Fluids,33,General
2025-11-07,IV Fluids,85,Emergency
2025-11-07,IV Fluids,82,ICU
2025-11-08,Paracetamol,26,General
2025-11-08,Paracetamol,45,Emergency
2025-11-08,Paracetamol,35,ICU
2025-11-08,Amoxicillin,79,General
2025-11-08,Amoxicillin,85,Emergency
2025-11-08,Amoxicillin,46,ICU
2025-11-08,Insulin,45,General
2025-11-08,Insulin,16,Emergency
2025-11-08,Insulin,88,ICU
2025-11-08,Antibiotics,34,General
2025-11-08,Antibiotics,107,Emergency
2025-11-08,Antibiotics,16,ICU
2025-11-08,IV Fluids,31,General
2025-11-08,IV Fluids,117,Emergency
2025-11-08,IV Fluids,29,ICU
2025-11-09,Paracetamol,68,General
2025-11-09,Paracetamol,37,Emergency
2025-11-09,Paracetamol,42,ICU
2025-11-09,Amoxicillin,25,General
2025-11-09,Amoxicillin,70,Emergency
2025-11-09,Amoxicillin,92,ICU
2025-11-09,Insulin,18,General
2025-11-09,Insulin,36,Emergency
2025-11-09,Insulin,21,ICU
2025-11-09,Antibiotics,82,General
2025-11-09,Antibiotics,69,Emergency
2025-11-09,Antibiotics,50,ICU
2025-11-09,IV Fluids,71,General
2025-11-09,IV Fluids,123,Emergency
2025-11-09,IV Fluids,79,ICU
2025-11-10,Paracetamol,18,General
2025-11-10,Paracetamol,89,Emergency
2025-11-10,Paracetamol,54,ICU
2025-11-10,Amoxicillin,95,General
2025-11-10,Amoxicillin,100,Emergency
2025-11-10,Amoxicillin,24,ICU
2025-11-10,Insulin,37,General
2025-11-10,Insulin,101,Emergency
2025-11-10,Insulin,67,ICU
2025-11-10,Antibiotics,100,General
2025-11-10,Antibiotics,39,Emergency
2025-11-10,Antibiotics,87,ICU
2025-11-10,IV Fluids,45,General
2025-11-10,IV Fluids,106,Emergency
2025-11-10,IV Fluids,21,ICU
2025-11-11,Paracetamol,93,General
2025-11-11,Paracetamol,82,Emergency
2025-11-11,Paracetamol,60,ICU
2025-11-11,Amoxicillin,111,General
2025-11-11,Amoxicillin,47,Emergency
2025-11-11,Amoxicillin,89,ICU
2025-11-11,Insulin,76,General
2025-11-11,Insulin,40,Emergency
2025-11-11,Insulin,111,ICU
2025-11-11,Antibiotics,79,General
2025-11-11,Antibiotics,12,Emergency
2025-11-11,Antibiotics,48,ICU
2025-11-11,IV Fluids,28,General
2025-11-11,IV Fluids,122,Emergency
2025-11-11,IV Fluids,31,ICU
2025-11-12,Paracetamol,65,General
2025-11-12,Paracetamol,34,Emergency
2025-11-12,Paracetamol,22,ICU
2025-11-12,Amoxicillin,47,General
2025-11-12,Amoxicillin,93,Emergency
2025-11-12,Amoxicillin,15,ICU
2025-11-12,Insulin,61,General
2025-11-12,Insulin,72,Emergency
2025-11-12,Insulin,81,ICU
2025-11-12,Antibiotics,17,General
2025-11-12,Antibiotics,69,Emergency
2025-11-12,Antibiotics,24,ICU
2025-11-12,IV Fluids,47,General
2025-11-12,IV Fluids,119,Emergency
2025-11-12,IV Fluids,50,ICU
2025-11-13,Paracetamol,58,General
2025-11-13,Paracetamol,38,Emergency
2025-11-13,Paracetamol,94,ICU
2025-11-13,Amoxicillin,69,General
2025-11-13,Amoxicillin,79,Emergency
2025-11-13,Amoxicillin,86,ICU
2025-11-13,Insulin,84,General
2025-11-13,Insulin,28,Emergency
2025-11-13,Insulin,51,ICU
2025-11-13,Antibiotics,33,General
2025-11-13,Antibiotics,67,Emergency
2025-11-13,Antibiotics,106,ICU
2025-11-13,IV Fluids,84,General
2025-11-13,IV Fluids,119,Emergency
2025-11-13,IV Fluids,60,ICU
2025-11-14,Paracetamol,86,General
2025-11-14,Paracetamol,66,Emergency
2025-11-14,Paracetamol,65,ICU
2025-11-14,Amoxicillin,83,General
2025-11-14,Amoxicillin,47,Emergency
2025-11-14,Amoxicillin,71,ICU
2025-11-14,Insulin,104,General
2025-11-14,Insulin,8,Emergency
2025-11-14,Insulin,21,ICU
2025-11-14,Antibiotics,68,General
2025-11-14,Antibiotics,82,Emergency
2025-11-14,Antibiotics,93,ICU
2025-11-14,IV Fluids,25,General
2025-11-14,IV Fluids,147,Emergency
2025-11-14,IV Fluids,104,ICU
2025-11-15,Paracetamol,26,General
2025-11-15,Paracetamol,70,Emergency
2025-11-15,Paracetamol,74,ICU
2025-11-15,Amoxicillin,70,General
2025-11-15,Amoxicillin,53,Emergency
2025-11-15,Amoxicillin,64,ICU
2025-11-15,Insulin,42,General
2025-11-15,Insulin,39,Emergency
2025-11-15,Insulin,78,ICU
2025-11-15,Antibiotics,44,General
2025-11-15,Antibiotics,105,Emergency
2025-11-15,Antibiotics,50,ICU
2025-11-15,IV Fluids,42,General
2025-11-15,IV Fluids,151,Emergency
2025-11-15,IV Fluids,86,ICU
2025-11-16,Paracetamol,50,General
2025-11-16,Paracetamol,43,Emergency
2025-11-16,Paracetamol,51,ICU
2025-11-16,Amoxicillin,67,General
2025-11-16,Amoxicillin,86,Emergency
2025-11-16,Amoxicillin,59,ICU
2025-11-16,Insulin,24,General
2025-11-16,Insulin,35,Emergency
2025-11-16,Insulin,101,ICU
2025-11-16,Antibiotics,54,General
2025-11-16,Antibiotics,65,Emergency
2025-11-16,Antibiotics,93,ICU
2025-11-16,IV Fluids,86,General
2025-11-16,IV Fluids,118,Emergency
2025-11-16,IV Fluids,24,ICU
2025-11-17,Paracetamol,54,General
2025-11-17,Paracetamol,22,Emergency
2025-11-17,Paracetamol,14,ICU
2025-11-17,Amoxicillin,14,General
2025-11-17,Amoxicillin,34,Emergency
2025-11-17,Amoxicillin,15,ICU
2025-11-17,Insulin,63,General
2025-11-17,Insulin,52,Emergency
2025-11-17,Insulin,43,ICU
2025-11-17,Antibiotics,26,General
2025-11-17,Antibiotics,32,Emergency
2025-11-17,Antibiotics,39,ICU
2025-11-17,IV Fluids,38,General
2025-11-17,IV Fluids,114,Emergency
2025-11-17,IV Fluids,90,ICU
2025-11-18,Paracetamol,79,General
2025-11-18,Paracetamol,33,Emergency
2025-11-18,Paracetamol,55,ICU
2025-11-18,Amoxicillin,85,General
2025-11-18,Amoxicillin,103,Emergency
2025-11-18,Amoxicillin,46,ICU
2025-11-18,Insulin,46,General
2025-11-18,Insulin,31,Emergency
2025-11-18,Insulin,31,ICU
2025-11-18,Antibiotics,26,General
2025-11-18,Antibiotics,81,Emergency
2025-11-18,Antibiotics,43,ICU
2025-11-18,IV Fluids,97,General
2025-11-18,IV Fluids,140,Emergency
2025-11-18,IV Fluids,61,ICU
2025-11-19,Paracetamol,74,General
2025-11-19,Paracetamol,76,Emergency
2025-11-19,Paracetamol,62,ICU
2025-11-19,Amoxicillin,43,General
2025-11-19,Amoxicillin,50,Emergency
2025-11-19,Amoxicillin,113,ICU
2025-11-19,Insulin,52,General
2025-11-19,Insulin,21,Emergency
2025-11-19,Insulin,89,ICU
2025-11-19,Antibiotics,70,General
2025-11-19,Antibiotics,102,Emergency
2025-11-19,Antibiotics,106,ICU
2025-11-19,IV Fluids,53,General
2025-11-19,IV Fluids,113,Emergency
2025-11-19,IV Fluids,56,ICU
2025-11-20,Paracetamol,14,General
2025-11-20,Paracetamol,58,Emergency
2025-11-20,Paracetamol,98,ICU
2025-11-20,Amoxicillin,26,General
2025-11-20,Amoxicillin,60,Emergency
2025-11-20,Amoxicillin,20,ICU
2025-11-20,Insulin,38,General
2025-11-20,Insulin,100,Emergency
2025-11-20,Insulin,25,ICU
2025-11-20,Antibiotics,66,General
2025-11-20,Antibiotics,48,Emergency
2025-11-20,Antibiotics,75,ICU
2025-11-20,IV Fluids,87,General
2025-11-20,IV Fluids,111,Emergency
2025-11-20,IV Fluids,40,ICU
2025-11-21,Paracetamol,42,General
2025-11-21,Paracetamol,70,Emergency
2025-11-21,Paracetamol,61,ICU
2025-11-21,Amoxicillin,30,General
2025-11-21,Amoxicillin,53,Emergency
2025-11-21,Amoxicillin,57,ICU
2025-11-21,Insulin,27,General
2025-11-21,Insulin,31,Emergency
2025-11-21,Insulin,37,ICU
2025-11-21,Antibiotics,80,General
2025-11-21,Antibiotics,58,Emergency
2025-11-21,Antibiotics,87,ICU
2025-11-21,IV Fluids,56,General
2025-11-21,IV Fluids,143,Emergency
2025-11-21,IV Fluids,77,ICU
2025-11-22,Paracetamol,26,General
2025-11-22,Paracetamol,54,Emergency
2025-11-22,Paracetamol,27,ICU
2025-11-22,Amoxicillin,103,General
2025-11-22,Amoxicillin,101,Emergency
2025-11-22,Amoxicillin,104,ICU
2025-11-22,Insulin,28,General
2025-11-22,Insulin,19,Emergency
2025-11-22,Insulin,60,ICU
2025-11-22,Antibiotics,26,General
2025-11-22,Antibiotics,35,Emergency
2025-11-22,Antibiotics,15,ICU
2025-11-22,IV Fluids,19,General
2025-11-22,IV Fluids,144,Emergency
2025-11-22,IV Fluids,87,ICU
2025-11-23,Paracetamol,41,General
2025-11-23,Paracetamol,98,Emergency
2025-11-23,Paracetamol,81,ICU
2025-11-23,Amoxicillin,45,General
2025-11-23,Amoxicillin,43,Emergency
2025-11-23,Amoxicillin,108,ICU
2025-11-23,Insulin,62,General
2025-11-23,Insulin,16,Emergency
2025-11-23,Insulin,75,ICU
2025-11-23,Antibiotics,24,General
2025-11-23,Antibiotics,45,Emergency
2025-11-23,Antibiotics,78,ICU
2025-11-23,IV Fluids,31,General
2025-11-23,IV Fluids,138,Emergency
2025-11-23,IV Fluids,94,ICU
2025-11-24,Paracetamol,11,General
2025-11-24,Paracetamol,77,Emergency
2025-11-24,Paracetamol,68,ICU
2025-11-24,Amoxicillin,33,General
2025-11-24,Amoxicillin,28,Emergency
2025-11-24,Amoxicillin,18,ICU
2025-11-24,Insulin,49,General
2025-11-24,Insulin,33,Emergency
2025-11-24,Insulin,65,ICU
2025-11-24,Antibiotics,71,General
2025-11-24,Antibiotics,49,Emergency
2025-11-24,Antibiotics,74,ICU
2025-11-24,IV Fluids,15,General
2025-11-24,IV Fluids,153,Emergency
2025-11-24,IV Fluids,91,ICU
2025-11-25,Paracetamol,40,General
2025-11-25,Paracetamol,68,Emergency
2025-11-25,Paracetamol,91,ICU
2025-11-25,Amoxicillin,28,General
2025-11-25,Amoxicillin,95,Emergency
2025-11-25,Amoxicillin,100,ICU
2025-11-25,Insulin,47,General
2025-11-25,Insulin,83,Emergency
2025-11-25,Insulin,29,ICU
2025-11-25,Antibiotics,66,General
2025-11-25,Antibiotics,79,Emergency
2025-11-25,Antibiotics,86,ICU
2025-11-25,IV Fluids,80,General
2025-11-25,IV Fluids,141,Emergency
2025-11-25,IV Fluids,47,ICU
2025-11-26,Paracetamol,34,General
2025-11-26,Paracetamol,87,Emergency
2025-11-26,Paracetamol,94,ICU
2025-11-26,Amoxicillin,68,General
2025-11-26,Amoxicillin,53,Emergency
2025-11-26,Amoxicillin,28,ICU
2025-11-26,Insulin,97,General
2025-11-26,Insulin,94,Emergency
2025-11-26,Insulin,60,ICU
2025-11-26,Antibiotics,83,General
