date,medicine_name,opening_stock,consumed,received,closing_stock
2025-12-22,IV Fluids,497,37,0,460
2025-12-23,Paracetamol,1660,80,0,1580
2025-12-23,Amoxicillin,816,141,0,675
2025-12-23,Insulin,1478,22,0,1456
2025-12-23,Antibiotics,819,142,0,677
2025-12-23,IV Fluids,460,45,0,415
2025-12-24,Paracetamol,1580,122,0,1458
2025-12-24,Amoxicillin,675,114,0,561
2025-12-24,Insulin,1456,36,0,1420
2025-12-24,Antibiotics,677,87,0,590
2025-12-24,IV Fluids,415,107,0,308
2025-12-25,Paracetamol,1458,60,0,1398
2025-12-25,Amoxicillin,561,114,0,447
2025-12-25,Insulin,1420,46,0,1374
2025-12-25,Antibiotics,590,94,0,496
2025-12-25,IV Fluids,308,149,1049,1208
2025-12-26,Paracetamol,1398,89,0,1309
2025-12-26,Amoxicillin,447,80,0,367
2025-12-26,Insulin,1374,87,0,1287
2025-12-26,Antibiotics,496,56,0,440
2025-12-26,IV Fluids,1208,70,0,1138
2025-12-27,Paracetamol,1309,144,0,1165
2025-12-27,Amoxicillin,367,122,1821,2066
2025-12-27,Insulin,1287,88,0,1199
2025-12-27,Antibiotics,440,61,0,379
2025-12-27,IV Fluids,1138,47,0,1091
2025-12-28,Paracetamol,1165,144,0,1021
2025-12-28,Amoxicillin,2066,52,0,2014
2025-12-28,Insulin,1199,95,0,1104
2025-12-28,Antibiotics,379,29,0,350
2025-12-28,IV Fluids,1091,27,0,1064
2025-12-29,Paracetamol,1021,127,0,894
2025-12-29,Amoxicillin,2014,29,0,1985
2025-12-29,Insulin,1104,86,0,1018
2025-12-29,Antibiotics,350,74,1648,1924
2025-12-29,IV Fluids,1064,139,0,925
2025-12-30,Paracetamol,894,25,0,869
2025-12-30,Amoxicillin,1985,56,0,1929
2025-12-30,Insulin,1018,57,0,961
2025-12-30,Antibiotics,1924,118,0,1806
2025-12-30,IV Fluids,925,37,0,888
2025-12-31,Paracetamol,869,139,0,730
2025-12-31,Amoxicillin,1929,141,0,1788
2025-12-31,Insulin,961,52,0,909
2025-12-31,Antibiotics,1806,104,0,1702
2025-12-31,IV Fluids,888,34,0,854
2026-01-01,Paracetamol,730,77,0,653
2026-01-01,Amoxicillin,1788,61,0,1727
2026-01-01,Insulin,909,84,0,825
2026-01-01,Antibiotics,1702,88,0,1614
2026-01-01,IV Fluids,854,70,0,784
2026-01-02,Paracetamol,653,139,0,514
2026-01-02,Amoxicillin,1727,51,0,1676
2026-01-02,Insulin,825,29,0,796
2026-01-02,Antibiotics,1614,116,0,1498
2026-01-02,IV Fluids,784,55,0,729
2026-01-03,Paracetamol,514,20,0,494
2026-01-03,Amoxicillin,1676,33,0,1643
2026-01-03,Insulin,796,126,0,670
2026-01-03,Antibiotics,1498,56,0,1442
2026-01-03,IV Fluids,729,109,0,620
2026-01-04,Paracetamol,494,34,0,460
2026-01-04,Amoxicillin,1643,27,0,1616
2026-01-04,Insulin,670,55,0,615
2026-01-04,Antibiotics,1442,125,0,1317
2026-01-04,IV Fluids,620,96,0,524
2026-01-05,Paracetamol,460,97,0,363
2026-01-05,Amoxicillin,1616,30,0,1586
2026-01-05,Insulin,615,32,0,583
2026-01-05,Antibiotics,1317,20,0,1297
2026-01-05,IV Fluids,524,23,0,501
2026-01-06,Paracetamol,363,98,1034,1299
2026-01-06,Amoxicillin,1586,66,0,1520
2026-01-06,Insulin,583,40,0,543
2026-01-06,Antibiotics,1297,58,0,1239
2026-01-06,IV Fluids,501,128,0,373
2026-01-07,Paracetamol,1299,33,0,1266
2026-01-07,Amoxicillin,1520,90,0,1430
2026-01-07,Insulin,543,22,0,521
2026-01-07,Antibiotics,1239,135,0,1104
2026-01-07,IV Fluids,373,58,0,315
2026-01-08,Paracetamol,1266,101,0,1165
2026-01-08,Amoxicillin,1430,120,0,1310
2026-01-08,Insulin,521,80,0,441
2026-01-08,Antibiotics,1104,82,0,1022
2026-01-08,IV Fluids,315,31,1388,1672
2026-01-09,Paracetamol,1165,134,0,1031
2026-01-09,Amoxicillin,1310,120,0,1190
2026-01-09,Insulin,441,97,0,344
2026-01-09,Antibiotics,1022,140,0,882
2026-01-09,IV Fluids,1672,110,0,1562
2026-01-10,Paracetamol,1031,31,0,1000
2026-01-10,Amoxicillin,1190,25,0,1165
2026-01-10,Insulin,344,115,1304,1533
2026-01-10,Antibiotics,882,47,0,835
2026-01-10,IV Fluids,1562,128,0,1434
2026-01-11,Paracetamol,1000,112,0,888
2026-01-11,Amoxicillin,1165,64,0,1101
2026-01-11,Insulin,1533,32,0,1501
2026-01-11,Antibiotics,835,57,0,778
2026-01-11,IV Fluids,1434,26,0,1408
2026-01-12,Paracetamol,888,33,0,855
2026-01-12,Amoxicillin,1101,105,0,996
2026-01-12,Insulin,1501,75,0,1426
2026-01-12,Antibiotics,778,128,0,650
2026-01-12,IV Fluids,1408,138,0,1270
2026-01-13,Paracetamol,855,87,0,768
2026-01-13,Amoxicillin,996,69,0,927
2026-01-13,Insulin,1426,42,0,1384
2026-01-13,Antibiotics,650,32,0,618
2026-01-13,IV Fluids,1270,24,0,1246
2026-01-14,Paracetamol,768,89,0,679
2026-01-14,Amoxicillin,927,85,0,842
2026-01-14,Insulin,1384,72,0,1312
2026-01-14,Antibiotics,618,51,0,567
2026-01-14,IV Fluids,1246,120,0,1126
2026-01-15,Paracetamol,679,106,0,573
2026-01-15,Amoxicillin,842,92,0,750
2026-01-15,Insulin,1312,95,0,1217
2026-01-15,Antibiotics,567,135,0,432
2026-01-15,IV Fluids,1126,83,0,1043
2026-01-16,Paracetamol,573,21,0,552
2026-01-16,Amoxicillin,750,39,0,711
2026-01-16,Insulin,1217,73,0,1144
2026-01-16,Antibiotics,432,66,0,366
2026-01-16,IV Fluids,1043,68,0,975
2026-01-17,Paracetamol,552,29,0,523
2026-01-17,Amoxicillin,711,102,0,609
2026-01-17,Insulin,1144,37,0,1107
2026-01-17,Antibiotics,366,80,1354,1640
2026-01-17,IV Fluids,975,95,0,880
2026-01-18,Paracetamol,523,137,0,386
2026-01-18,Amoxicillin,609,91,0,518
2026-01-18,Insulin,1107,67,0,1040
2026-01-18,Antibiotics,1640,106,0,1534
2026-01-18,IV Fluids,880,93,0,787
2026-01-19,Paracetamol,386,61,0,325
2026-01-19,Amoxicillin,518,51,0,467
2026-01-19,Insulin,1040,23,0,1017
2026-01-19,Antibiotics,1534,57,0,1477
2026-01-19,IV Fluids,787,85,0,702
2026-01-20,Paracetamol,325,27,1305,1603
2026-01-20,Amoxicillin,467,61,0,406
2026-01-20,Insulin,1017,127,0,890
2026-01-20,Antibiotics,1477,54,0,1423
2026-01-20,IV Fluids,702,112,0,590
2026-01-21,Paracetamol,1603,82,0,1521
2026-01-21,Amoxicillin,406,87,0,319
2026-01-21,Insulin,890,45,0,845
2026-01-21,Antibiotics,1423,118,0,1305
2026-01-21,IV Fluids,590,61,0,529
2026-01-22,Paracetamol,1521,43,0,1478
2026-01-22,Amoxicillin,319,125,1103,1297
2026-01-22,Insulin,845,76,0,769
2026-01-22,Antibiotics,1305,146,0,1159
2026-01-22,IV Fluids,529,115,0,414
2026-01-23,Paracetamol,1478,57,0,1421
2026-01-23,Amoxicillin,1297,69,0,1228
2026-01-23,Insulin,769,46,0,723
2026-01-23,Antibiotics,1159,49,0,1110
2026-01-23,IV Fluids,414,77,0,337
2026-01-24,Paracetamol,1421,37,0,1384
2026-01-24,Amoxicillin,1228,75,0,1153
2026-01-24,Insulin,723,46,0,677
2026-01-24,Antibiotics,1110,84,0,1026
2026-01-24,IV Fluids,337,45,1213,1505
2026-01-25,Paracetamol,1384,72,0,1312
2026-01-25,Amoxicillin,1153,59,0,1094
2026-01-25,Insulin,677,66,0,611
2026-01-25,Antibiotics,1026,68,0,958
2026-01-25,IV Fluids,1505,122,0,1383
2026-01-26,Paracetamol,1312,88,0,1224
2026-01-26,Amoxicillin,1094,141,0,953
2026-01-26,Insulin,611,102,0,509
2026-01-26,Antibiotics,958,85,0,873
2026-01-26,IV Fluids,1383,88,0,1295
2026-01-27,Paracetamol,1224,139,0,1085
2026-01-27,Amoxicillin,953,93,0,860
2026-01-27,Insulin,509,89,0,420
2026-01-27,Antibiotics,873,50,0,823
2026-01-27,IV Fluids,1295,50,0,1245
2026-01-28,Paracetamol,1085,123,0,962
2026-01-28,Amoxicillin,860,128,0,732
2026-01-28,Insulin,420,119,0,301
2026-01-28,Antibiotics,823,64,0,759
2026-01-28,IV Fluids,1245,114,0,1131
2026-01-29,Paracetamol,962,149,0,813
2026-01-29,Amoxicillin,732,41,0,691
2026-01-29,Insulin,301,72,1444,1673
2026-01-29,Antibiotics,759,51,0,708
2026-01-29,IV Fluids,1131,84,0,1047
2026-01-30,Paracetamol,813,62,0,751
2026-01-30,Amoxicillin,691,53,0,638
2026-01-30,Insulin,1673,77,0,1596
2026-01-30,Antibiotics,708,146,0,562
2026-01-30,IV Fluids,1047,28,0,1019
2026-01-31,Paracetamol,751,45,0,706
2026-01-31,Amoxicillin,638,109,0,529
2026-01-31,Insulin,1596,112,0,1484
2026-01-31,Antibiotics,562,129,0,433
2026-01-31,IV Fluids,1019,118,0,901
2026-02-01,Paracetamol,706,49,0,657
2026-02-01,Amoxicillin,529,81,0,448
2026-02-01,Insulin,1484,112,0,1372
2026-02-01,Antibiotics,433,89,0,344
2026-02-01,IV Fluids,901,140,0,761
2026-02-02,Paracetamol,657,88,0,569
2026-02-02,Amoxicillin,448,69,0,379
2026-02-02,Insulin,1372,61,0,1311
2026-02-02,Antibiotics,344,62,1496,1778
2026-02-02,IV Fluids,761,63,0,698
2026-02-03,Paracetamol,569,148,0,421
2026-02-03,Amoxicillin,379,63,0,316
2026-02-03,Insulin,1311,138,0,1173
2026-02-03,Antibiotics,1778,74,0,1704
2026-02-03,IV Fluids,698,43,0,655
2026-02-04,Paracetamol,421,61,0,360
2026-02-04,Amoxicillin,316,37,1705,1984
2026-02-04,Insulin,1173,92,0,1081
2026-02-04,Antibiotics,1704,95,0,1609
2026-02-04,IV Fluids,655,92,0,563
2026-02-05,Paracetamol,360,121,1781,2020
2026-02-05,Amoxicillin,1984,84,0,1900
2026-02-05,Insulin,1081,146,0,935
2026-02-05,Antibiotics,1609,32,0,1577
2026-02-05,IV Fluids,563,108,0,455
2026-02-06,Paracetamol,2020,73,0,1947
2026-02-06,Amoxicillin,1900,83,0,1817
2026-02-06,Insulin,935,62,0,873
2026-02-06,Antibiotics,1577,68,0,1509
2026-02-06,IV Fluids,455,147,0,308
2026-02-07,Paracetamol,1947,142,0,1805
2026-02-07,Amoxicillin,1817,124,0,1693
2026-02-07,Insulin,873,99,0,774
2026-02-07,Antibiotics,1509,120,0,1389
2026-02-07,IV Fluids,308,110,1625,1823
2026-02-08,Paracetamol,1805,41,0,1764
2026-02-08,Amoxicillin,1693,101,0,1592
2026-02-08,Insulin,774,136,0,638
2026-02-08,Antibiotics,1389,26,0,1363
2026-02-08,IV Fluids,1823,140,0,1683
2026-02-09,Paracetamol,1764,69,0,1695
2026-02-09,Amoxicillin,1592,78,0,1514
2026-02-09,Insulin,638,74,0,564
2026-02-09,Antibiotics,1363,68,0,1295
2026-02-09,IV Fluids,1683,110,0,1573
2026-02-10,Paracetamol,1695,85,0,1610
2026-02-10,Amoxicillin,1514,129,0,1385
2026-02-10,Insulin,564,132,0,432
2026-02-10,Antibiotics,1295,49,0,1246
2026-02-10,IV Fluids,1573,108,0,1465
2026-02-11,Paracetamol,1610,136,0,1474
2026-02-11,Amoxicillin,1385,74,0,1311
2026-02-11,Insulin,432,40,0,392
2026-02-11,Antibiotics,1246,95,0,1151
2026-02-11,IV Fluids,1465,71,0,1394
2026-02-12,Paracetamol,1474,69,0,1405
2026-02-12,Amoxicillin,1311,123,0,1188
2026-02-12,Insulin,392,54,0,338
2026-02-12,Antibiotics,1151,23,0,1128
2026-02-12,IV Fluids,1394,96,0,1298
2026-02-13,Paracetamol,1405,59,0,1346
2026-02-13,Amoxicillin,1188,78,0,1110
2026-02-13,Insulin,338,60,1226,1504
2026-02-13,Antibiotics,1128,129,0,999
2026-02-13,IV Fluids,1298,31,0,1267
2026-02-14,Paracetamol,1346,84,0,1262
2026-02-14,Amoxicillin,1110,107,0,1003
2026-02-14,Insulin,1504,118,0,1386
2026-02-14,Antibiotics,999,142,0,857
2026-02-14,IV Fluids,1267,113,0,1154
2026-02-15,Paracetamol,1262,36,0,1226
2026-02-15,Amoxicillin,1003,71,0,932
2026-02-15,Insulin,1386,37,0,1349
2026-02-15,Antibiotics,857,52,0,805
2026-02-15,IV Fluids,1154,83,0,1071
2026-02-16,Paracetamol,1226,101,0,1125
2026-02-16,Amoxicillin,932,52,0,880
2026-02-16,Insulin,1349,62,0,1287
2026-02-16,Antibiotics,805,101,0,704
2026-02-16,IV Fluids,1071,35,0,1036
2026-02-17,Paracetamol,1125,44,0,1081
2026-02-17,Amoxicillin,880,26,0,854
2026-02-17,Insulin,1287,33,0,1254
2026-02-17,Antibiotics,704,58,0,646
2026-02-17,IV Fluids,1036,81,0,955
2026-02-18,Paracetamol,1081,39,0,1042
2026-02-18,Amoxicillin,854,30,0,824
2026-02-18,Insulin,1254,123,0,1131
2026-02-18,Antibiotics,646,57,0,589
2026-02-18,IV Fluids,955,24,0,931
2026-02-19,Paracetamol,1042,119,0,923
2026-02-19,Amoxicillin,824,93,0,731
2026-02-19,Insulin,1131,23,0,1108
2026-02-19,Antibiotics,589,70,0,519
2026-02-19,IV Fluids,931,25,0,906
2026-02-20,Paracetamol,923,83,0,840
2026-02-20,Amoxicillin,731,82,0,649
2026-02-20,Insulin,1108,55,0,1053
2026-02-20,Antibiotics,519,134,0,385
2026-02-20,IV Fluids,906,24,0,882
2026-02-21,Paracetamol,840,62,0,778
2026-02-21,Amoxicillin,649,148,0,501
2026-02-21,Insulin,1053,68,0,985
2026-02-21,Antibiotics,385,39,0,346
2026-02-21,IV Fluids,882,23,0,859
2026-02-22,Paracetamol,778,134,0,644
2026-02-22,Amoxicillin,501,27,0,474
2026-02-22,Insulin,985,40,0,945
2026-02-22,Antibiotics,346,41,0,305
2026-02-22,IV Fluids,859,34,0,825
2026-02-23,Paracetamol,644,143,0,501
2026-02-23,Amoxicillin,474,41,0,433
2026-02-23,Insulin,945,62,0,883
2026-02-23,Antibiotics,305,128,1249,1426
2026-02-23,IV Fluids,825,121,0,704
2026-02-24,Paracetamol,501,35,0,466
2026-02-24,Amoxicillin,433,80,0,353
2026-02-24,Insulin,883,76,0,807
2026-02-24,Antibiotics,1426,72,0,1354
2026-02-24,IV Fluids,704,67,0,637
2026-02-25,Paracetamol,466,93,0,373
2026-02-25,Amoxicillin,353,30,0,323
2026-02-25,Insulin,807,53,0,754
2026-02-25,Antibiotics,1354,42,0,1312
2026-02-25,IV Fluids,637,59,0,578
2026-02-26,Paracetamol,373,79,1312,1606
2026-02-26,Amoxicillin,323,28,1462,1757
2026-02-26,Insulin,754,127,0,627
2026-02-26,Antibiotics,1312,22,0,1290
2026-02-26,IV Fluids,578,82,0,496
2026-02-27,Paracetamol,1606,122,0,1484
2026-02-27,Amoxicillin,1757,112,0,1645
2026-02-27,Insulin,627,77,0,550
2026-02-27,Antibiotics,1290,125,0,1165
2026-02-27,IV Fluids,496,127,0,369
2026-02-28,Paracetamol,1484,20,0,1464
2026-02-28,Amoxicillin,1645,30,0,1615
2026-02-28,Insulin,550,51,0,499
2026-02-28,Antibiotics,1165,141,0,1024
2026-02-28,IV Fluids,369,58,0,311
2026-03-01,Paracetamol,1464,137,0,1327
2026-03-01,Amoxicillin,1615,113,0,1502
2026-03-01,Insulin,499,137,0,362
2026-03-01,Antibiotics,1024,136,0,888
2026-03-01,IV Fluids,311,58,1751,2004
2026-03-02,Paracetamol,1327,103,0,1224
2026-03-02,Amoxicillin,1502,126,0,1376
2026-03-02,Insulin,362,94,1390,1658
2026-03-02,Antibiotics,888,136,0,752
2026-03-02,IV Fluids,2004,81,0,1923
2026-03-03,Paracetamol,1224,123,0,1101
2026-03-03,Amoxicillin,1376,73,0,1303
2026-03-03,Insulin,1658,126,0,1532
2026-03-03,Antibiotics,752,112,0,640
2026-03-03,IV Fluids,1923,106,0,1817
2026-03-04,Paracetamol,1101,143,0,958
2026-03-04,Amoxicillin,1303,44,0,1259
2026-03-04,Insulin,1532,121,0,1411
2026-03-04,Antibiotics,640,133,0,507
2026-03-04,IV Fluids,1817,129,0,1688
2026-03-05,Paracetamol,958,54,0,904
2026-03-05,Amoxicillin,1259,107,0,1152
2026-03-05,Insulin,1411,48,0,1363
2026-03-05,Antibiotics,507,74,0,433
2026-03-05,IV Fluids,1688,114,0,1574
2026-03-06,Paracetamol,904,100,0,804
2026-03-06,Amoxicillin,1152,147,0,1005
2026-03-06,Insulin,1363,103,0,1260
2026-03-06,Antibiotics,433,70,0,363
2026-03-06,IV Fluids,1574,51,0,1523
2026-03-07,Paracetamol,804,52,0,752
2026-03-07,Amoxicillin,1005,76,0,929
2026-03-07,Insulin,1260,37,0,1223
2026-03-07,Antibiotics,363,32,0,331
2026-03-07,IV Fluids,1523,103,0,1420
2026-03-08,Paracetamol,752,28,0,724
2026-03-08,Amoxicillin,929,88,0,841
2026-03-08,Insulin,1223,131,0,1092
2026-03-08,Antibiotics,331,42,1079,1368
2026-03-08,IV Fluids,1420,107,0,1313
2026-03-09,Paracetamol,724,79,0,645
2026-03-09,Amoxicillin,841,127,0,714
2026-03-09,Insulin,1092,46,0,1046
2026-03-09,Antibiotics,1368,96,0,1272
2026-03-09,IV Fluids,1313,123,0,1190
2026-03-10,Paracetamol,645,98,0,547
2026-03-10,Amoxicillin,714,41,0,673
2026-03-10,Insulin,1046,78,0,968
2026-03-10,Antibiotics,1272,23,0,1249
2026-03-10,IV Fluids,1190,128,0,1062
2026-03-11,Paracetamol,547,81,0,466
2026-03-11,Amoxicillin,673,27,0,646
2026-03-11,Insulin,968,137,0,831
2026-03-11,Antibiotics,1249,147,0,1102
2026-03-11,IV Fluids,1062,81,0,981
2026-03-12,Paracetamol,466,25,0,441
2026-03-12,Amoxicillin,646,75,0,571
2026-03-12,Insulin,831,147,0,684
2026-03-12,Antibiotics,1102,87,0,1015
2026-03-12,IV Fluids,981,53,0,928
2026-03-13,Paracetamol,441,147,1751,2045
2026-03-13,Amoxicillin,571,107,0,464
2026-03-13,Insulin,684,80,0,604
2026-03-13,Antibiotics,1015,139,0,876
2026-03-13,IV Fluids,928,128,0,800
2026-03-14,Paracetamol,2045,124,0,1921
2026-03-14,Amoxicillin,464,52,0,412
2026-03-14,Insulin,604,54,0,550
2026-03-14,Antibiotics,876,108,0,768
2026-03-14,IV Fluids,800,66,0,734
2026-03-15,Paracetamol,1921,21,0,1900
2026-03-15,Amoxicillin,412,51,0,361
2026-03-15,Insulin,550,22,0,528
2026-03-15,Antibiotics,768,36,0,732
2026-03-15,IV Fluids,734,128,0,606
2026-03-16,Paracetamol,1900,113,0,1787
2026-03-16,Amoxicillin,361,81,1933,2213
2026-03-16,Insulin,528,40,0,488
2026-03-16,Antibiotics,732,42,0,690
2026-03-16,IV Fluids,606,115,0,491
2026-03-17,Paracetamol,1787,54,0,1733
2026-03-17,Amoxicillin,2213,44,0,2169
2026-03-17,Insulin,488,98,0,390
2026-03-17,Antibiotics,690,82,0,608
2026-03-17,IV Fluids,491,98,0,393
2026-03-18,Paracetamol,1733,94,0,1639
2026-03-18,Amoxicillin,2169,74,0,2095
2026-03-18,Insulin,390,67,0,323
2026-03-18,Antibiotics,608,149,0,459
2026-03-18,IV Fluids,393,137,1534,1790
2026-03-19,Paracetamol,1639,101,0,1538
2026-03-19,Amoxicillin,2095,49,0,2046
2026-03-19,Insulin,323,47,1232,1508
2026-03-19,Antibiotics,459,114,0,345
2026-03-19,IV Fluids,1790,29,0,1761
2026-03-20,Paracetamol,1538,82,0,1456
2026-03-20,Amoxicillin,2046,61,0,1985
2026-03-20,Insulin,1508,30,0,1478
2026-03-20,Antibiotics,345,81,1627,1891
2026-03-20,IV Fluids,1761,79,0,1682
2026-03-21,Paracetamol,1456,112,0,1344
2026-03-21,Amoxicillin,1985,97,0,1888
2026-03-21,Insulin,1478,100,0,1378
2026-03-21,Antibiotics,1891,149,0,1742
2026-03-21,IV Fluids,1682,53,0,1629
2026-03-22,Paracetamol,1344,114,0,1230
2026-03-22,Amoxicillin,1888,21,0,1867
2026-03-22,Insulin,1378,133,0,1245
2026-03-22,Antibiotics,1742,148,0,1594
2026-03-22,IV Fluids,1629,118,0,1511
2026-03-23,Paracetamol,1230,116,0,1114
2026-03-23,Amoxicillin,1867,124,0,1743
2026-03-23,Insulin,1245,55,0,1190
2026-03-23,Antibiotics,1594,25,0,1569
2026-03-23,IV Fluids,1511,143,0,1368
2026-03-24,Paracetamol,1114,23,0,1091
2026-03-24,Amoxicillin,1743,128,0,1615
2026-03-24,Insulin,1190,83,0,1107
2026-03-24,Antibiotics,1569,74,0,1495
2026-03-24,IV Fluids,1368,98,0,1270
2026-03-25,Paracetamol,1091,122,0,969
2026-03-25,Amoxicillin,1615,28,0,1587
2026-03-25,Insulin,1107,74,0,1033
2026-03-25,Antibiotics,1495,53,0,1442
2026-03-25,IV Fluids,1270,149,0,1121
2026-03-26,Paracetamol,969,126,0,843
2026-03-26,Amoxicillin,1587,91,0,1496
2026-03-26,Insulin,1033,146,0,887
2026-03-26,Antibiotics,1442,84,0,1358
2026-03-26,IV Fluids,1121,73,0,1048
2026-03-27,Paracetamol,843,46,0,797
2026-03-27,Amoxicillin,1496,68,0,1428
2026-03-27,Insulin,887,113,0,774
2026-03-27,Antibiotics,1358,66,0,1292
2026-03-27,IV Fluids,1048,31,0,1017
2026-03-28,Paracetamol,797,124,0,673
2026-03-28,Amoxicillin,1428,108,0,1320
2026-03-28,Insulin,774,89,0,685
2026-03-28,Antibiotics,1292,36,0,1256
2026-03-28,IV Fluids,1017,69,0,948
2026-03-29,Paracetamol,673,51,0,622
2026-03-29,Amoxicillin,1320,85,0,1235
2026-03-29,Insulin,685,122,0,563
2026-03-29,Antibiotics,1256,48,0,1208
2026-03-29,IV Fluids,948,54,0,894
2026-03-30,Paracetamol,622,44,0,578
2026-03-30,Amoxicillin,1235,118,0,1117
2026-03-30,Insulin,563,139,0,424
2026-03-30,Antibiotics,1208,97,0,1111
2026-03-30,IV Fluids,894,44,0,850
2026-03-31,Paracetamol,578,149,0,429
2026-03-31,Amoxicillin,1117,138,0,979
2026-03-31,Insulin,424,48,0,376
2026-03-31,Antibiotics,1111,34,0,1077
2026-03-31,IV Fluids,850,124,0,726
2026-04-01,Paracetamol,429,43,0,386
2026-04-01,Amoxicillin,979,114,0,865
2026-04-01,Insulin,376,136,1377,1617
2026-04-01,Antibiotics,1077,25,0,1052
2026-04-01,IV Fluids,726,148,0,578
2026-04-02,Paracetamol,386,69,0,317
2026-04-02,Amoxicillin,865,54,0,811
2026-04-02,Insulin,1617,138,0,1479
2026-04-02,Antibiotics,1052,112,0,940
2026-04-02,IV Fluids,578,124,0,454
2026-04-03,Paracetamol,317,141,1608,1784
2026-04-03,Amoxicillin,811,23,0,788
2026-04-03,Insulin,1479,38,0,1441
2026-04-03,Antibiotics,940,118,0,822
2026-04-03,IV Fluids,454,102,0,352
2026-04-04,Paracetamol,1784,147,0,1637
2026-04-04,Amoxicillin,788,136,0,652
2026-04-04,Insulin,1441,48,0,1393
2026-04-04,Antibiotics,822,68,0,754
2026-04-04,IV Fluids,352,103,1063,1312
2026-04-05,Paracetamol,1637,39,0,1598
2026-04-05,Amoxicillin,652,138,0,514
2026-04-05,Insulin,1393,82,0,1311
2026-04-05,Antibiotics,754,72,0,682
2026-04-05,IV Fluids,1312,142,0,1170
2026-04-06,Paracetamol,1598,137,0,1461
2026-04-06,Amoxicillin,514,68,0,446
2026-04-06,Insulin,1311,28,0,1283
2026-04-06,Antibiotics,682,88,0,594
2026-04-06,IV Fluids,1170,30,0,1140
2026-04-07,Paracetamol,1461,114,0,1347
2026-04-07,Amoxicillin,446,136,0,310
2026-04-07,Insulin,1283,83,0,1200
2026-04-07,Antibiotics,594,124,0,470
2026-04-07,IV Fluids,1140,60,0,1080
2026-04-08,Paracetamol,1347,35,0,1312
2026-04-08,Amoxicillin,310,126,1883,2067
2026-04-08,Insulin,1200,44,0,1156
2026-04-08,Antibiotics,470,102,0,368
2026-04-08,IV Fluids,1080,63,0,1017
2026-04-09,Paracetamol,1312,137,0,1175
2026-04-09,Amoxicillin,2067,126,0,1941
2026-04-09,Insulin,1156,81,0,1075
2026-04-09,Antibiotics,368,38,0,330
2026-04-09,IV Fluids,1017,39,0,978
2026-04-10,Paracetamol,1175,75,0,1100
2026-04-10,Amoxicillin,1941,28,0,1913
2026-04-10,Insulin,1075,64,0,1011
2026-04-10,Antibiotics,330,23,0,307
2026-04-10,IV Fluids,978,110,0,868
2026-04-11,Paracetamol,1100,145,0,955
2026-04-11,Amoxicillin,1913,108,0,1805
2026-04-11,Insulin,1011,21,0,990
2026-04-11,Antibiotics,307,52,1878,2133
2026-04-11,IV Fluids,868,56,0,812
2026-04-12,Paracetamol,955,50,0,905
2026-04-12,Amoxicillin,1805,93,0,1712
2026-04-12,Insulin,990,25,0,965
2026-04-12,Antibiotics,2133,97,0,2036
2026-04-12,IV Fluids,812,64,0,748
2026-04-13,Paracetamol,905,79,0,826
2026-04-13,Amoxicillin,1712,110,0,1602
2026-04-13,Insulin,965,41,0,924
2026-04-13,Antibiotics,2036,40,0,1996
2026-04-13,IV Fluids,748,55,0,693
2026-04-14,Paracetamol,826,105,0,721
2026-04-14,Amoxicillin,1602,100,0,1502
2026-04-14,Insulin,924,90,0,834
2026-04-14,Antibiotics,1996,115,0,1881
2026-04-14,IV Fluids,693,83,0,610
2026-04-15,Paracetamol,721,147,0,574
2026-04-15,Amoxicillin,1502,78,0,1424
2026-04-15,Insulin,834,120,0,714
2026-04-15,Antibiotics,1881,132,0,1749
2026-04-15,IV Fluids,610,63,0,547
2026-04-16,Paracetamol,574,29,0,545
2026-04-16,Amoxicillin,1424,148,0,1276
2026-04-16,Insulin,714,148,0,566
2026-04-16,Antibiotics,1749,51,0,1698
2026-04-16,IV Fluids,547,129,0,418
2026-04-17,Paracetamol,545,80,0,465
2026-04-17,Amoxicillin,1276,140,0,1136
2026-04-17,Insulin,566,74,0,492
2026-04-17,Antibiotics,1698,41,0,1657
2026-04-17,IV Fluids,418,30,0,388
2026-04-18,Paracetamol,465,95,0,370
2026-04-18,Amoxicillin,1136,95,0,1041
2026-04-18,Insulin,492,64,0,428
2026-04-18,Antibiotics,1657,77,0,1580
2026-04-18,IV Fluids,388,81,0,307
2026-04-19,Paracetamol,370,93,1833,2110
2026-04-19,Amoxicillin,1041,81,0,960
2026-04-19,Insulin,428,96,0,332
2026-04-19,Antibiotics,1580,69,0,1511
2026-04-19,IV Fluids,307,141,1837,2003
2026-04-20,Paracetamol,2110,134,0,1976
2026-04-20,Amoxicillin,960,121,0,839
2026-04-20,Insulin,332,44,1561,1849
2026-04-20,Antibiotics,1511,120,0,1391
2026-04-20,IV Fluids,2003,67,0,1936
2026-04-21,Paracetamol,1976,72,0,1904
2026-04-21,Amoxicillin,839,40,0,799
2026-04-21,Insulin,1849,91,0,1758
2026-04-21,Antibiotics,1391,52,0,1339
2026-04-21,IV Fluids,1936,78,0,1858
2026-04-22,Paracetamol,1904,115,0,1789
2026-04-22,Amoxicillin,799,36,0,763
2026-04-22,Insulin,1758,83,0,1675
2026-04-22,Antibiotics,1339,77,0,1262
2026-04-22,IV Fluids,1858,22,0,1836
2026-04-23,Paracetamol,1789,87,0,1702
2026-04-23,Amoxicillin,763,111,0,652
2026-04-23,Insulin,1675,66,0,1609
2026-04-23,Antibiotics,1262,130,0,1132
